model,effort,task,run_id,combined_33,combined_20_profile,functional_pct,automated_quality_pct,security_pct,code_quality,reviewed_score,intent_recovery,intent_recovery_redistributed,muse_reviewed,muse_readability,muse_maintainability,muse_intent_recovery,grok_reviewed,grok_readability,grok_maintainability,grok_intent_recovery,passed_quirk_families,duration_s,raw_tokens,estimated_usd,started_at,finished_at,solver_cli_version,evidence_sha256
gpt55,low,legacy-blendcore-binary-parity,legacy-blendcore-binary-parity-90e6a4ce,59.0042,62.2949,44.44,80.55,100.00,64.9621,63.5417,68.7500,False,64.5833,58.3333,70.8333,62.5000,62.5000,58.3333,66.6667,75.0000,4,392.337,1292536,1.466497,2026-09-11T00:34:41.307322+00:00,2026-09-11T00:41:13.647815+00:00,codex-cli 0.153.4,b5b3ba559aa5df7b904ea84a08082d1ce1b2c9e14767d116f5f9b5563f8a1056
gpt55,low,legacy-cellarcore-binary-parity,legacy-cellarcore-binary-parity-631c5f52,36.9205,42.4552,14.29,75.30,100.00,45.0758,57.2917,12.5000,False,54.1667,50.0000,58.3333,0.0000,60.4167,62.5000,58.3333,25.0000,2,475.669,1702843,1.752173,2026-09-11T01:14:49.193327+00:00,2026-09-11T01:22:44.867550+00:00,codex-cli 0.153.4,49a04fc6971dd500dc309c110ea5fa4ca2d07bd5cfbe27ff902ca0b792132bff
gpt55,low,legacy-codeccore-binary-parity,legacy-codeccore-binary-parity-cd0f2ed3,50.4666,52.4455,20.00,81.96,100.00,75.7576,66.6667,100.0000,False,66.6667,62.5000,70.8333,100.0000,66.6667,62.5000,70.8333,100.0000,2,189.031,493344,0.621798,2026-09-10T23:26:45.091839+00:00,2026-09-10T23:29:54.125872+00:00,codex-cli 0.153.4,8a0c85f5cda3d5f0444232b6981d42d8e55553c61330162f8a1d18b9c7e059d1
gpt55,low,legacy-depotcore-binary-parity,legacy-depotcore-binary-parity-05292c40,34.5467,38.2264,0.00,75.55,100.00,59.4697,67.7083,37.5000,False,66.6667,54.1667,79.1667,50.0000,68.7500,58.3333,79.1667,25.0000,4,402.319,1265374,1.541470,2026-09-11T01:01:23.937370+00:00,2026-09-11T01:08:06.260741+00:00,codex-cli 0.153.4,eba0ebb3f4f8d4960d4ed2c8e119feafe6efb5b90f77794f1194b3509686db6d
gpt55,low,legacy-freightcore-binary-parity,legacy-freightcore-binary-parity-ab6edb01,36.8145,39.9111,0.00,78.70,100.00,65.5303,57.2917,87.5000,False,60.4167,50.0000,70.8333,83.3333,54.1667,50.0000,58.3333,91.6667,5,516.13,3114552,2.791568,2026-09-10T23:18:08.821975+00:00,2026-09-10T23:26:44.957721+00:00,codex-cli 0.153.4,059ddf0c50162da3875f841dc82804655652c0b35796867f46c1d4cbb9787d0d
gpt55,low,legacy-granarycore-binary-parity,legacy-granarycore-binary-parity-96493e5d,44.9345,48.2192,21.43,70.23,100.00,59.8485,51.0417,83.3333,False,45.8333,37.5000,54.1667,83.3333,56.2500,50.0000,62.5000,83.3333,3,652.972,2802517,2.601378,2026-09-11T00:50:30.829961+00:00,2026-09-11T01:01:23.808641+00:00,codex-cli 0.153.4,5e50629adcd912d2dc1d349b6d4f2a05ca8a0514c817c8e3e7708f635e71e86f
gpt55,low,legacy-hedgecore-binary-parity,legacy-hedgecore-binary-parity-d9df21d1,59.3712,63.5830,50.00,80.25,100.00,57.7273,53.1250,70.0000,False,50.0000,45.8333,54.1667,70.0000,56.2500,58.3333,54.1667,70.0000,4,500.262,1589525,2.015609,2026-09-10T23:47:49.300740+00:00,2026-09-10T23:56:09.567394+00:00,codex-cli 0.153.4,e0c9a2ff18e912b4abd51a062fbd89e331fb404941e186cb7665f783391428f9
gpt55,low,legacy-lodgecore-binary-parity,legacy-lodgecore-binary-parity-45ecc4c1,41.6139,45.7724,16.67,75.34,100.00,55.6818,62.5000,37.5000,False,62.5000,58.3333,66.6667,25.0000,62.5000,62.5000,62.5000,50.0000,2,402.647,1480108,1.658058,2026-09-11T01:08:06.402672+00:00,2026-09-11T01:14:49.054147+00:00,codex-cli 0.153.4,513cb4267966063725ec7ca80f4a1c38c3101d227cf1b552ee0635917c698b1e
gpt55,low,legacy-matchcore-order-book-parity,legacy-matchcore-order-book-parity-a55438f6,69.0459,72.0641,66.67,73.49,100.00,63.5281,55.2083,85.7143,False,50.0000,41.6667,58.3333,85.7143,60.4167,58.3333,62.5000,85.7143,6,1225.764,5281893,4.595827,2026-09-10T22:30:37.865742+00:00,2026-09-10T22:51:03.636403+00:00,codex-cli 0.153.4,f9e8ccadb369e186080a67c20a2dbe99d1966ce29e833e9dfcf36adf55a3ea9f
gpt55,low,legacy-metercore-binary-parity,legacy-metercore-binary-parity-2f92153e,87.1424,90.4535,100.00,82.19,100.00,65.6250,65.6250,65.6250,False,68.7500,66.6667,70.8333,62.5000,62.5000,58.3333,66.6667,68.7500,9,714.705,1756497,1.823814,2026-09-10T23:06:13.976401+00:00,2026-09-10T23:18:08.687330+00:00,codex-cli 0.153.4,3b8decf89adbf2b6d7f65a0ac4161fcd8c770c5a03885bded7d2b5dcc848b41f
gpt55,low,legacy-pacecore-binary-parity,legacy-pacecore-binary-parity-fb6f3ea4,38.5913,41.3375,0.00,82.25,100.00,70.0000,62.5000,90.0000,False,62.5000,58.3333,66.6667,90.0000,62.5000,62.5000,62.5000,90.0000,6,733.653,1524297,1.724078,2026-09-11T00:22:27.528281+00:00,2026-09-11T00:34:41.185639+00:00,codex-cli 0.153.4,9c4f2e2f3221a45c79e9d227db151304ec7dd9503941fe7f913506159a157ff9
gpt55,low,legacy-paddockcore-binary-parity,legacy-paddockcore-binary-parity-12995304,47.6421,50.9937,26.67,71.26,100.00,59.8485,57.2917,66.6667,False,54.1667,45.8333,62.5000,83.3333,60.4167,54.1667,66.6667,50.0000,4,330.892,1060779,1.223934,2026-09-11T01:22:45.019954+00:00,2026-09-11T01:28:15.916115+00:00,codex-cli 0.153.4,2d18dc29db2999bac69fffedcba6ec0c2b4312f335c930b20f6b3db6e41a9c40
gpt55,low,legacy-payrollcore-binary-parity,legacy-payrollcore-binary-parity-20f438ec,69.9267,73.8349,70.00,79.39,100.00,59.6320,55.2083,71.4286,False,54.1667,50.0000,58.3333,64.2857,56.2500,54.1667,58.3333,78.5714,7,667.864,2139375,2.377516,2026-09-10T22:55:05.975841+00:00,2026-09-10T23:06:13.846714+00:00,codex-cli 0.153.4,31e6c1bbfbd87680f4680c86269fbc2b4ccd3b63a0617edb6b6fa7909bc278a1
gpt55,low,legacy-qlite-store-parity,legacy-qlite-store-parity-68ff2bcf,39.5534,41.7030,0.00,80.04,100.00,73.4848,72.9167,75.0000,False,77.0833,62.5000,91.6667,75.0000,68.7500,62.5000,75.0000,75.0000,6,242.073,922328,0.996589,2026-09-10T22:51:03.771410+00:00,2026-09-10T22:55:05.847640+00:00,codex-cli 0.153.4,4d5ef6325c511b4c0598b4eb5b03ddf936e052c5a485c93a994d9e68003366f4
gpt55,low,legacy-queuecore-binary-parity,legacy-queuecore-binary-parity-59346060,49.9275,53.0583,25.00,81.50,100.00,66.6667,63.5417,75.0000,False,60.4167,45.8333,75.0000,100.0000,66.6667,58.3333,75.0000,50.0000,2,541.208,1834120,1.987761,2026-09-10T23:38:47.952028+00:00,2026-09-10T23:47:49.167023+00:00,codex-cli 0.153.4,5794e155cd813b881160612b1333994fa54c229e88fe809489e59e9e8a99d521
gpt55,low,legacy-quotacore-binary-parity,legacy-quotacore-binary-parity-ca70c98c,37.1478,40.7020,0.00,84.68,100.00,65.0000,59.3750,80.0000,False,58.3333,50.0000,66.6667,90.0000,60.4167,54.1667,66.6667,70.0000,5,236.166,741427,0.861938,2026-09-10T23:29:54.272642+00:00,2026-09-10T23:33:50.442024+00:00,codex-cli 0.153.4,819ca1dfa11e9898ae1445db2bce98aec333beb4f44932d8cc8f01fe7e732dcc
gpt55,low,legacy-reflowcore-binary-parity,legacy-reflowcore-binary-parity-0ed93c3a,52.2166,56.9531,37.50,81.96,100.00,54.5455,56.2500,50.0000,False,52.0833,50.0000,54.1667,50.0000,60.4167,58.3333,62.5000,50.0000,3,385.523,1296449,1.555283,2026-09-11T00:09:28.667420+00:00,2026-09-11T00:15:54.194786+00:00,codex-cli 0.153.4,0ba3843eb3a12cceec358599446894fc0aac9631854300ea5cdd75d2b0409413
gpt55,low,legacy-schedcore-binary-parity,legacy-schedcore-binary-parity-3fd166eb,72.8663,76.5935,75.00,79.31,100.00,60.9848,57.2917,70.8333,False,56.2500,50.0000,62.5000,66.6667,58.3333,54.1667,62.5000,75.0000,6,798.812,1717899,1.936205,2026-09-10T23:56:09.707369+00:00,2026-09-11T00:09:28.527203+00:00,codex-cli 0.153.4,d259ac9822266ba4ccdc5fe1f47656cb39e4164c8db1f1ceaae8fa6fba8bdd56
gpt55,low,legacy-settlecore-binary-parity,legacy-settlecore-binary-parity-2f5b7f0b,42.2039,47.1335,20.00,78.87,100.00,51.5152,61.4583,25.0000,False,58.3333,54.1667,62.5000,0.0000,64.5833,66.6667,62.5000,50.0000,2,675.085,3168509,3.075239,2026-09-10T22:19:22.638284+00:00,2026-09-10T22:30:37.731691+00:00,codex-cli 0.153.4,ca97de87fec634d5857e628710e2200b41123d9d2ea9eeae9312676e474d9310
gpt55,low,legacy-snapcore-binary-parity,legacy-snapcore-binary-parity-fe02f2e9,45.0839,49.3192,20.00,83.34,100.00,59.0909,71.8750,25.0000,False,70.8333,66.6667,75.0000,25.0000,72.9167,70.8333,75.0000,25.0000,2,128.584,307789,0.448562,2026-09-10T23:33:50.578664+00:00,2026-09-10T23:35:59.164952+00:00,codex-cli 0.153.4,9b68578dfb533f8798c48af84c51e18bce69d57e01bc19d8ce08e4bdd21883bd
gpt55,low,legacy-stampcore-binary-parity,legacy-stampcore-binary-parity-9825f636,51.8076,55.7982,33.33,81.09,100.00,59.8485,51.0417,83.3333,False,47.9167,45.8333,50.0000,100.0000,54.1667,54.1667,54.1667,66.6667,3,556.908,2599898,2.338840,2026-09-11T00:41:13.783605+00:00,2026-09-11T00:50:30.696339+00:00,codex-cli 0.153.4,bd48e5656ac5b3ed00bd72470b447f8cdc950b6214b8f6f4abc2ab6c852fedae
gpt55,low,legacy-tallycore-binary-parity,legacy-tallycore-binary-parity-17535b68,32.1307,37.5835,0.00,83.89,100.00,50.0000,68.7500,0.0000,False,72.9167,70.8333,75.0000,0.0000,64.5833,62.5000,66.6667,0.0000,1,393.08,871687,1.247368,2026-09-11T00:15:54.320793+00:00,2026-09-11T00:22:27.405768+00:00,codex-cli 0.153.4,2cc5284ab9cb1bba83e081db117e246c620069733e0dc95132b9cf192f050b0f
gpt55,low,legacy-vaultcore-binary-parity,legacy-vaultcore-binary-parity-6f4c4e79,46.5198,48.5900,11.11,84.88,100.00,76.5152,67.7083,100.0000,False,68.7500,58.3333,79.1667,100.0000,66.6667,62.5000,70.8333,100.0000,1,168.511,491106,0.636769,2026-09-10T23:35:59.298958+00:00,2026-09-10T23:38:47.812564+00:00,codex-cli 0.153.4,c84404437e6f3cb7a8a2cded8bd4eb52bc6b71030e63b2d5bc7d7fe032daeedc
gpt55,medium,legacy-blendcore-binary-parity,legacy-blendcore-binary-parity-2bb5766e,59.3550,62.5518,44.44,81.00,100.00,65.9091,62.5000,75.0000,False,60.4167,54.1667,66.6667,75.0000,64.5833,58.3333,70.8333,75.0000,4,761.616,2155324,2.170753,2026-09-11T04:24:46.485934+00:00,2026-09-11T04:37:28.109452+00:00,codex-cli 0.153.4,a8e10331eb38760e5b082281f799b874d2282b0dfdf15629c5062cba6e220aa3
gpt55,medium,legacy-cellarcore-binary-parity,legacy-cellarcore-binary-parity-5d4e82d7,38.4502,43.4167,14.29,75.65,100.00,49.6212,63.5417,12.5000,False,62.5000,62.5000,62.5000,0.0000,64.5833,58.3333,70.8333,25.0000,2,352.113,1062659,1.170009,2026-09-11T05:54:12.130983+00:00,2026-09-11T06:00:04.248396+00:00,codex-cli 0.153.4,c7fc6ffe8562740200e9ee8357fd57be5e00f3a841d3a65230058b8aca9bb313
gpt55,medium,legacy-codeccore-binary-parity,legacy-codeccore-binary-parity-6724e732,60.8051,62.6083,40.00,81.53,100.00,76.8939,72.9167,87.5000,False,72.9167,66.6667,79.1667,75.0000,72.9167,70.8333,75.0000,100.0000,4,317.765,714709,0.966524,2026-09-11T02:50:37.188233+00:00,2026-09-11T02:55:54.958305+00:00,codex-cli 0.153.4,3a7dad6b57dbdebf881c1c46b1cdf1c2a6992ec71b7d805963ac786bee5fd44a
gpt55,medium,legacy-depotcore-binary-parity,legacy-depotcore-binary-parity-a1c5e514,61.7997,65.7756,57.14,73.29,100.00,56.0606,48.9583,75.0000,False,47.9167,41.6667,54.1667,85.7143,50.0000,50.0000,50.0000,64.2857,8,2734.748,13786739,11.426319,2026-09-11T04:56:03.646501+00:00,2026-09-11T05:41:38.407995+00:00,codex-cli 0.153.4,2351f73047d3c76fb513053cb1f1085d0f747917f57d530b31e3971051c94de6
gpt55,medium,legacy-freightcore-binary-parity,legacy-freightcore-binary-parity-c4b586d2,38.4649,41.1890,0.00,81.52,100.00,69.8052,62.5000,89.2857,False,60.4167,54.1667,66.6667,85.7143,64.5833,62.5000,66.6667,92.8571,6,613.921,2414028,2.551634,2026-09-11T02:40:23.132758+00:00,2026-09-11T02:50:37.059103+00:00,codex-cli 0.153.4,a66b057bb44c4e4c619f5a40b59a3ad4819d45e09d1fa06f687c3b1ccfcc8a7b
gpt55,medium,legacy-granarycore-binary-parity,legacy-granarycore-binary-parity-7238cf7e,41.9605,45.2665,14.29,72.83,100.00,60.9848,60.4167,62.5000,False,58.3333,50.0000,66.6667,50.0000,62.5000,62.5000,62.5000,75.0000,2,669.63,3536963,3.212994,2026-09-11T04:44:53.825281+00:00,2026-09-11T04:56:03.461399+00:00,codex-cli 0.153.4,24f8ea0e298602bf1dcb40a7cb91a3ddfa4b6b55c86d2fc5a54ee202a50233d8
gpt55,medium,legacy-hedgecore-binary-parity,legacy-hedgecore-binary-parity-9e66072b,65.9403,70.0194,62.50,80.18,100.00,58.7121,51.0417,79.1667,False,45.8333,41.6667,50.0000,75.0000,56.2500,58.3333,54.1667,83.3333,5,871.356,2689122,2.995576,2026-09-11T03:35:27.966926+00:00,2026-09-11T03:49:59.331268+00:00,codex-cli 0.153.4,8c3b952e4e380c125e569833f91d30249bfcfc54459b000ab4a4f7b352843bc4
gpt55,medium,legacy-lodgecore-binary-parity,legacy-lodgecore-binary-parity-3d3d0f16,34.4013,38.1147,0.00,75.31,100.00,59.0909,62.5000,50.0000,False,58.3333,58.3333,58.3333,50.0000,66.6667,62.5000,70.8333,50.0000,3,753.429,3235416,3.051237,2026-09-11T05:41:38.557469+00:00,2026-09-11T05:54:11.993861+00:00,codex-cli 0.153.4,8dd521ee09a758475de8bce8cca6f647851727299506ae25364fcd17a79ae492
gpt55,medium,legacy-matchcore-order-book-parity,legacy-matchcore-order-book-parity-bebb5701,87.4991,90.1054,100.00,76.46,100.00,68.1818,65.6250,75.0000,False,62.5000,54.1667,70.8333,77.7778,68.7500,62.5000,75.0000,72.2222,9,1525.005,3192929,3.104917,2026-09-11T01:44:47.512732+00:00,2026-09-11T02:10:12.525935+00:00,codex-cli 0.153.4,2515f521f2ca6ac362da92e34a5db442024f182cee6fc07e5ae09637d1a1a3ca
gpt55,medium,legacy-metercore-binary-parity,legacy-metercore-binary-parity-d6d1c8fd,88.7183,91.3879,100.00,81.98,100.00,70.4545,68.7500,75.0000,False,70.8333,66.6667,75.0000,68.7500,66.6667,62.5000,70.8333,81.2500,9,535.016,1104707,1.501871,2026-09-11T02:31:27.989446+00:00,2026-09-11T02:40:23.012078+00:00,codex-cli 0.153.4,83f6939ff859de910494ee154cf90b91818fbec5688f383ab7d629ae25c085e1
gpt55,medium,legacy-pacecore-binary-parity,legacy-pacecore-binary-parity-149a9e26,38.3123,41.1350,0.00,81.91,100.00,69.2424,61.4583,90.0000,False,62.5000,50.0000,75.0000,90.0000,60.4167,54.1667,66.6667,90.0000,6,277.491,482062,0.790718,2026-09-11T04:20:08.856409+00:00,2026-09-11T04:24:46.352245+00:00,codex-cli 0.153.4,f9bf50c4ccaa462454b9591ebaff242e5032849785ba7ea7c440786b8c02d15e
gpt55,medium,legacy-paddockcore-binary-parity,legacy-paddockcore-binary-parity-18362171,45.0128,48.3247,20.00,73.68,100.00,61.3636,56.2500,75.0000,False,47.9167,50.0000,45.8333,83.3333,64.5833,58.3333,70.8333,66.6667,3,813.646,2719760,3.108295,2026-09-11T06:00:04.383888+00:00,2026-09-11T06:13:38.036050+00:00,codex-cli 0.153.4,1729900b7b813de162d54cf18a0a1cd97c625a35037ff2e73f90af018066ca6d
gpt55,medium,legacy-payrollcore-binary-parity,legacy-payrollcore-binary-parity-7a2a543c,84.6843,86.9340,90.00,81.58,100.00,73.4848,71.8750,77.7778,False,70.8333,58.3333,83.3333,77.7778,72.9167,66.6667,79.1667,77.7778,9,920.463,3188230,3.407330,2026-09-11T02:16:07.391982+00:00,2026-09-11T02:31:27.860984+00:00,codex-cli 0.153.4,ea0b557f73f5387ad3db23e306c98ffd72cf0929769f81831dc28465d1b0e62a
gpt55,medium,legacy-qlite-store-parity,legacy-qlite-store-parity-0d71bec2,83.4346,85.7324,88.89,79.29,100.00,71.9697,70.8333,75.0000,False,72.9167,58.3333,87.5000,87.5000,68.7500,62.5000,75.0000,62.5000,8,354.589,908792,1.193333,2026-09-11T02:10:12.655325+00:00,2026-09-11T02:16:07.248851+00:00,codex-cli 0.153.4,3375fe6420720192ded598266c5408afbae51e03d25d9afafcf1504a8e68ae96
gpt55,medium,legacy-queuecore-binary-parity,legacy-queuecore-binary-parity-53dc40ca,62.2656,66.9237,62.50,71.36,100.00,49.8485,47.9167,55.0000,False,50.0000,37.5000,62.5000,60.0000,45.8333,41.6667,50.0000,50.0000,5,1508.686,9343986,7.492778,2026-09-11T03:10:19.123465+00:00,2026-09-11T03:35:27.821130+00:00,codex-cli 0.153.4,a745b9807f880802e79538e39162d4fc38a30bb7a1b4d8d9ee110a14e2975c73
gpt55,medium,legacy-quotacore-binary-parity,legacy-quotacore-binary-parity-51c33e7d,74.4903,77.1296,70.00,84.76,100.00,72.0779,65.6250,89.2857,False,60.4167,50.0000,70.8333,85.7143,70.8333,66.6667,75.0000,92.8571,7,301.25,586605,0.827817,2026-09-11T02:55:55.092470+00:00,2026-09-11T03:00:56.346506+00:00,codex-cli 0.153.4,b7a625c908cc970abe98989f1900f0074d7f767a3785697761eaa4fd73614d37
gpt55,medium,legacy-reflowcore-binary-parity,legacy-reflowcore-binary-parity-766d6eee,70.0839,75.3040,75.00,83.34,100.00,51.5152,48.9583,58.3333,False,50.0000,50.0000,50.0000,58.3333,47.9167,50.0000,45.8333,58.3333,6,531.586,1482489,1.767850,2026-09-11T04:01:55.721411+00:00,2026-09-11T04:10:47.314111+00:00,codex-cli 0.153.4,ec092f1e36e8dd1e5a298077e847e360bc3650f7dadb60af7cd87cc0f8b78436
gpt55,medium,legacy-schedcore-binary-parity,legacy-schedcore-binary-parity-6732a925,78.3197,81.9549,87.50,75.19,100.00,59.6320,55.2083,71.4286,False,54.1667,45.8333,62.5000,71.4286,56.2500,45.8333,66.6667,71.4286,7,716.099,2182001,2.384916,2026-09-11T03:49:59.477108+00:00,2026-09-11T04:01:55.583264+00:00,codex-cli 0.153.4,5b88fb02239525f46e14a8534aa1339a6960633e46c6dc27acfa86e671498c2b
gpt55,medium,legacy-settlecore-binary-parity,legacy-settlecore-binary-parity-fe7f3d52,73.9115,76.1081,70.00,77.95,100.00,72.0779,75.0000,64.2857,False,72.9167,62.5000,83.3333,50.0000,77.0833,70.8333,83.3333,78.5714,7,988.794,3782452,3.839201,2026-09-11T01:28:18.573658+00:00,2026-09-11T01:44:47.377617+00:00,codex-cli 0.153.4,1327925d687ffbb162c11425e2232dad65ac0e57e020080a3270cecb536731f0
gpt55,medium,legacy-snapcore-binary-parity,legacy-snapcore-binary-parity-63685a1f,38.8067,41.5439,0.00,83.02,100.00,70.4545,78.1250,50.0000,False,79.1667,70.8333,87.5000,50.0000,77.0833,75.0000,79.1667,50.0000,3,204.853,508694,0.669316,2026-09-11T03:00:56.477196+00:00,2026-09-11T03:04:21.334268+00:00,codex-cli 0.153.4,586c3abf19981d7c49b9fc8d50fe6793eaedbac7b273f107eb5ff2518c286a97
gpt55,medium,legacy-stampcore-binary-parity,legacy-stampcore-binary-parity-4d02ae1e,71.5533,74.4199,66.67,81.98,100.00,68.9394,63.5417,83.3333,False,58.3333,50.0000,66.6667,83.3333,68.7500,58.3333,79.1667,83.3333,6,445.434,1285515,1.478472,2026-09-11T04:37:28.244925+00:00,2026-09-11T04:44:53.685020+00:00,codex-cli 0.153.4,c6d9c867b51077a55897204405e2419ac0e372e5f7fd1ad31b499ce69e8f893c
gpt55,medium,legacy-tallycore-binary-parity,legacy-tallycore-binary-parity-0c426426,84.0568,88.4997,100.00,81.34,100.00,56.4935,46.8750,82.1429,False,45.8333,41.6667,50.0000,78.5714,47.9167,45.8333,50.0000,85.7143,8,561.258,1451484,1.757449,2026-09-11T04:10:47.449496+00:00,2026-09-11T04:20:08.712812+00:00,codex-cli 0.153.4,d199ea3bf5329ce9646a2fdb2ae394852a545e9b6c31dd895e0277c7ac3dc8a2
gpt55,medium,legacy-vaultcore-binary-parity,legacy-vaultcore-binary-parity-e700ccb2,79.0921,81.4480,77.78,84.73,100.00,74.2424,73.9583,75.0000,False,75.0000,75.0000,75.0000,66.6667,72.9167,70.8333,75.0000,83.3333,7,357.514,1223404,1.416210,2026-09-11T03:04:21.475642+00:00,2026-09-11T03:10:18.994418+00:00,codex-cli 0.153.4,5138eebe8357730cc0b01d3afb2a148467b95812d98e0abd648c25cbc0b1927f
gpt55,high,legacy-blendcore-binary-parity,legacy-blendcore-binary-parity-890504e0,87.2262,90.3841,100.00,80.97,100.00,66.1932,68.7500,59.3750,False,64.5833,54.1667,75.0000,56.2500,72.9167,66.6667,79.1667,62.5000,9,808.014,3047641,3.036640,2026-09-11T10:45:23.619232+00:00,2026-09-11T10:58:51.641248+00:00,codex-cli 0.153.4,8c2fc02da37b9bc9913129b40a4f939af3c2f052a92eb014f955a5145b52367f
gpt55,high,legacy-cellarcore-binary-parity,legacy-cellarcore-binary-parity-d6f3d35c,61.4558,64.3401,50.00,75.11,100.00,65.3680,60.4167,78.5714,False,58.3333,50.0000,66.6667,78.5714,62.5000,62.5000,62.5000,78.5714,7,725.865,2370424,2.502713,2026-09-11T12:42:18.077222+00:00,2026-09-11T12:54:23.951175+00:00,codex-cli 0.153.4,8bfcd4b2c3211f2919a0e93ad2df39502f64d1c10c4b0abad0f08327d43053d4
gpt55,high,legacy-codeccore-binary-parity,legacy-codeccore-binary-parity-6b9d4f9f,61.0977,64.7180,50.00,81.15,100.00,62.7273,56.2500,80.0000,False,52.0833,50.0000,54.1667,90.0000,60.4167,54.1667,66.6667,70.0000,5,412.503,1157541,1.457870,2026-09-11T07:37:41.683117+00:00,2026-09-11T07:44:34.190567+00:00,codex-cli 0.153.4,35ce58b50fefb805edf1d2ac843f6a429f005630b45bcc2b681a8e9c3d9928db
gpt55,high,legacy-depotcore-binary-parity,legacy-depotcore-binary-parity-7b590751,51.1589,56.0787,42.86,68.87,100.00,46.5909,43.7500,54.1667,False,43.7500,37.5000,50.0000,41.6667,43.7500,41.6667,45.8333,66.6667,6,1579.552,7143523,6.638692,2026-09-11T11:39:10.744066+00:00,2026-09-11T12:05:30.308324+00:00,codex-cli 0.153.4,60a208f2968615987e2187eb2dc2afb9c745674b8f4cecaf1c486d335a70610d
gpt55,high,legacy-freightcore-binary-parity,legacy-freightcore-binary-parity-a15187d2,89.2900,90.9485,100.00,79.00,95.00,74.2424,65.6250,97.2222,False,64.5833,54.1667,75.0000,100.0000,66.6667,58.3333,75.0000,94.4444,9,999.943,3501069,3.684848,2026-09-11T07:21:01.608947+00:00,2026-09-11T07:37:41.557503+00:00,codex-cli 0.153.4,ed50a54c4a01b2d58670dd2188d9ae429e55f6313b4e5d246e34c80f6655d53f
gpt55,high,legacy-granarycore-binary-parity,legacy-granarycore-binary-parity-d5a05acd,47.2163,50.8194,28.57,68.31,100.00,56.4394,54.1667,62.5000,False,52.0833,45.8333,58.3333,62.5000,56.2500,54.1667,58.3333,62.5000,4,1458.717,6871403,6.188048,2026-09-11T11:14:51.872600+00:00,2026-09-11T11:39:10.601600+00:00,codex-cli 0.153.4,5c956e9f7deda9352bb824d34e4c498f50e0807b15b55dfc82124e27c9b833ef
gpt55,high,legacy-hedgecore-binary-parity,legacy-hedgecore-binary-parity-e759fc92,79.3439,83.2089,87.50,81.62,100.00,61.0795,59.3750,65.6250,False,56.2500,54.1667,58.3333,62.5000,62.5000,58.3333,66.6667,68.7500,7,567.224,1133458,1.591870,2026-09-11T09:27:09.269077+00:00,2026-09-11T09:36:36.499659+00:00,codex-cli 0.153.4,fe5f5343109236eb35979686cd0615937b44bd4885160aa475a55e2d039c5432
gpt55,high,legacy-lodgecore-binary-parity,legacy-lodgecore-binary-parity-9bbf378f,32.9575,37.0151,0.00,73.03,100.00,55.3030,57.2917,50.0000,False,54.1667,45.8333,62.5000,50.0000,60.4167,58.3333,62.5000,50.0000,4,2207.485,11414466,9.193001,2026-09-11T12:05:30.441102+00:00,2026-09-11T12:42:17.938070+00:00,codex-cli 0.153.4,b993b845104d16ac24b2d702c466e5dace73579830eaf04a699b97157c86ffd9
gpt55,high,legacy-matchcore-order-book-parity,legacy-matchcore-order-book-parity-07dccd32,38.0050,40.4189,0.00,76.53,100.00,69.6970,67.7083,75.0000,False,70.8333,66.6667,75.0000,75.0000,64.5833,58.3333,70.8333,75.0000,7,1080.015,4256524,3.849010,2026-09-11T06:33:24.993182+00:00,2026-09-11T06:51:25.018720+00:00,codex-cli 0.153.4,d5c848be576a97086358d8ef368abc68816f3c33cab8b75f8b9d57ad737a17ce
gpt55,high,legacy-metercore-binary-parity,legacy-metercore-binary-parity-e1fb2772,87.8875,90.9356,100.00,82.50,100.00,67.8030,69.7917,62.5000,False,70.8333,62.5000,79.1667,62.5000,68.7500,62.5000,75.0000,62.5000,9,539.771,950900,1.254990,2026-09-11T07:12:01.702007+00:00,2026-09-11T07:21:01.477125+00:00,codex-cli 0.153.4,542f426c1aecf3cb62e6b11ea9d22369e75e5f8a3621015148a2a50dd1ee074e
gpt55,high,legacy-pacecore-binary-parity,legacy-pacecore-binary-parity-e5c283bb,39.5277,41.8893,0.00,82.09,100.00,72.8788,64.5833,95.0000,False,66.6667,58.3333,75.0000,100.0000,62.5000,54.1667,70.8333,90.0000,6,574.019,1324355,1.619865,2026-09-11T10:35:49.459284+00:00,2026-09-11T10:45:23.484795+00:00,codex-cli 0.153.4,a2dc5e37ee9e3d82f0004b332abc814891701e4d532463901e2c30a2f2b78ee7
gpt55,high,legacy-paddockcore-binary-parity,legacy-paddockcore-binary-parity-37e45700,55.2271,59.6285,46.67,72.26,100.00,52.2727,53.1250,50.0000,False,47.9167,37.5000,58.3333,58.3333,58.3333,54.1667,62.5000,41.6667,7,1138.892,5227416,4.735380,2026-09-11T12:54:24.093927+00:00,2026-09-11T13:13:22.996860+00:00,codex-cli 0.153.4,fb927852fd04c3b7e92afabb4b40fef48b2bc687c3f490888baa69e7a520cc75
gpt55,high,legacy-payrollcore-binary-parity,legacy-payrollcore-binary-parity-15f77ef9,83.0678,85.8194,90.00,80.21,100.00,68.9394,66.6667,75.0000,False,64.5833,54.1667,75.0000,72.2222,68.7500,66.6667,70.8333,77.7778,9,662.507,1552203,2.118082,2026-09-11T07:00:59.048933+00:00,2026-09-11T07:12:01.563390+00:00,codex-cli 0.153.4,75e18e5d1e7e4ae938e498561b4f4f92b46b2e01ef745d0607ce5480f2f16a01
