model,effort,task,run_id,combined_33,combined_20_profile,functional_pct,automated_quality_pct,security_pct,code_quality,reviewed_score,intent_recovery,muse_reviewed,muse_readability,muse_maintainability,muse_intent_recovery,grok_reviewed,grok_readability,grok_maintainability,grok_intent_recovery,solver_fallback,duration_s,raw_tokens,estimated_usd,long_context_upper_usd,started_at,finished_at,solver_cli_version,evidence_sha256
astra,low,legacy-blendcore-binary-parity,legacy-blendcore-binary-parity-2795d86b,85.7336,87.1346,100.00,82.16,75.00,67.8030,69.7917,62.5000,68.7500,66.6667,70.8333,75.0000,70.8333,62.5000,79.1667,50.0000,False,164.289,404405,1.013498,1.922371,2026-09-05T00:53:34.109295+00:00,2026-09-05T00:56:18.402675+00:00,codex-cli 0.153.4,485bd9fa28f3f7437bfbe2cbd438c640c88da42f6c5045689d04c32cec5c21da
astra,low,legacy-cellarcore-binary-parity,legacy-cellarcore-binary-parity-29bd1fd0,88.4179,91.0138,100.00,80.03,100.00,70.0466,64.5833,84.6154,60.4167,50.0000,70.8333,88.4615,68.7500,62.5000,75.0000,80.7692,False,257.333,1275502,2.415884,4.663968,2026-09-05T01:14:15.962275+00:00,2026-09-05T01:18:33.301558+00:00,codex-cli 0.153.4,575c0b3e01e0c266861233cfc31cd958dd0aca1a6f91fc055987b6a02ffc1f06
astra,low,legacy-codeccore-binary-parity,legacy-codeccore-binary-parity-b554292c,90.9689,92.8612,100.00,83.09,100.00,76.9886,71.8750,90.6250,72.9167,66.6667,79.1667,93.7500,70.8333,66.6667,75.0000,87.5000,False,213.298,565858,1.224124,2.312423,2026-09-05T00:23:29.782200+00:00,2026-09-05T00:27:03.084934+00:00,codex-cli 0.153.4,1c89c1e451ad547e48a9820a3da0c764e7b7c81a3aa7ce2f897609ebd0dec7db
astra,low,legacy-depotcore-binary-parity,legacy-depotcore-binary-parity-bafee3b8,85.0367,89.1468,100.00,81.88,100.00,59.3240,63.5417,48.0769,60.4167,58.3333,62.5000,50.0000,66.6667,66.6667,66.6667,46.1538,False,220.836,1143288,2.176088,4.214951,2026-09-05T01:06:28.019923+00:00,2026-09-05T01:10:08.861708+00:00,codex-cli 0.153.4,558d99393c80014d3fa3ce53a61e4af9eb4b2cd0ca301dd13abd1158467db604
astra,low,legacy-freightcore-binary-parity,legacy-freightcore-binary-parity-51fc950c,90.6040,91.2396,100.00,83.87,85.00,79.5455,71.8750,100.0000,75.0000,70.8333,79.1667,100.0000,68.7500,62.5000,75.0000,100.0000,False,161.683,346617,0.891018,1.677186,2026-09-05T00:20:47.961336+00:00,2026-09-05T00:23:29.649949+00:00,codex-cli 0.153.4,f3cc7da71da6a24647669e6c2774cdafb13ba8948f5cfcda96f4bce7db00485d
astra,low,legacy-granarycore-binary-parity,legacy-granarycore-binary-parity-f862ad6f,83.4413,85.4400,100.00,74.06,80.00,61.6550,55.2083,78.8462,47.9167,41.6667,54.1667,76.9231,62.5000,54.1667,70.8333,80.7692,False,459.851,2377282,4.137676,7.960277,2026-09-05T00:58:48.021130+00:00,2026-09-05T01:06:27.878855+00:00,codex-cli 0.153.4,f0f3b039a3b8a92eab892e0976030f669ed81dc6b21710066338ef46cd1084c1
astra,low,legacy-hedgecore-binary-parity,legacy-hedgecore-binary-parity-3d731b21,89.2214,91.8051,100.00,83.12,100.00,71.6856,64.5833,90.6250,64.5833,66.6667,62.5000,87.5000,64.5833,62.5000,66.6667,93.7500,False,208.996,579364,1.202216,2.270232,2026-09-05T00:37:02.725225+00:00,2026-09-05T00:40:31.725718+00:00,codex-cli 0.153.4,c581ceae52d393f46a8013fcbe7c7b610a14a2d449f486e8174391c4a01bc4d3
astra,low,legacy-lodgecore-binary-parity,legacy-lodgecore-binary-parity-6c2074b3,89.1524,90.4160,100.00,79.44,90.00,75.0000,65.6250,100.0000,68.7500,62.5000,75.0000,100.0000,62.5000,62.5000,62.5000,100.0000,False,246.805,1296678,2.441132,4.733114,2026-09-05T01:10:09.012025+00:00,2026-09-05T01:14:15.822958+00:00,codex-cli 0.153.4,8c349300021b489be1f3445560c1d43f9c726c1c9a569c65f3f06a8cf90c6cad
astra,low,legacy-matchcore-order-book-parity,legacy-matchcore-order-book-parity-0bf9e2c4,87.6210,89.4514,100.00,79.07,90.00,70.4545,66.6667,80.5556,68.7500,54.1667,83.3333,77.7778,64.5833,58.3333,70.8333,83.3333,False,164.558,496375,1.062734,2.027043,2026-09-05T00:09:36.554583+00:00,2026-09-05T00:12:21.117326+00:00,codex-cli 0.153.4,40b36de42c1e4733c0a0b1b214c635e1db6184f960b6a2a224ff65eeb995fb8b
astra,low,legacy-metercore-binary-parity,legacy-metercore-binary-parity-27686aac,86.7190,88.1494,100.00,81.40,80.00,69.6970,67.7083,75.0000,64.5833,54.1667,75.0000,75.0000,70.8333,62.5000,79.1667,75.0000,False,142.095,278076,0.899904,1.720383,2026-09-05T00:18:25.654647+00:00,2026-09-05T00:20:47.755091+00:00,codex-cli 0.153.4,9818e27603743228b81d4126561f2bbbe1b55d82af599e4c557582ef8c8bd7ba
astra,low,legacy-pacecore-binary-parity,legacy-pacecore-binary-parity-30b8dc98,87.2591,88.0267,100.00,81.83,75.00,72.5108,63.5417,96.4286,58.3333,50.0000,66.6667,92.8571,68.7500,58.3333,79.1667,100.0000,False,153.67,311139,0.855222,1.609269,2026-09-05T00:51:00.307110+00:00,2026-09-05T00:53:33.981625+00:00,codex-cli 0.153.4,06c6b805f5e81de46ed05fe6c9f8c4547073960d42cfcfcaed0b5ad672fa8df6
astra,low,legacy-paddockcore-binary-parity,legacy-paddockcore-binary-parity-9613f3e9,79.5289,81.8437,93.33,74.96,80.00,59.6737,60.4167,57.6923,54.1667,50.0000,58.3333,53.8462,66.6667,66.6667,66.6667,61.5385,False,1525.72,6777579,10.107862,19.261699,2026-09-05T01:18:33.448000+00:00,2026-09-05T01:43:59.178042+00:00,codex-cli 0.153.4,bf447bbb7c7f3483f1392bf9e1b0a8807738b6c014d94f014afbe17e7eb59f4e
astra,low,legacy-payrollcore-binary-parity,legacy-payrollcore-binary-parity-826887d9,87.0683,88.2735,100.00,80.51,80.00,70.9848,66.6667,82.5000,70.8333,62.5000,79.1667,80.0000,62.5000,54.1667,70.8333,85.0000,False,146.852,284674,1.075068,2.065111,2026-09-05T00:15:58.651611+00:00,2026-09-05T00:18:25.508558+00:00,codex-cli 0.153.4,6216ab305a61ec4f3807d139657f7eafc67a771dac9e94a34338b1bef2fa7634
astra,low,legacy-qlite-store-parity,legacy-qlite-store-parity-03d0786e,88.6787,90.4490,100.00,82.69,90.00,72.7273,73.9583,69.4444,77.0833,70.8333,83.3333,66.6667,70.8333,62.5000,79.1667,72.2222,False,217.253,377070,0.988940,1.833680,2026-09-05T00:12:21.256737+00:00,2026-09-05T00:15:58.514481+00:00,codex-cli 0.153.4,c2ed031eb2ecba7ce7e4223491c03b54b3b64883b677d2bf69099d73ac28990b
astra,low,legacy-queuecore-binary-parity,legacy-queuecore-binary-parity-9f5b45e4,88.1013,89.9267,100.00,80.94,90.00,71.4286,68.7500,78.5714,68.7500,58.3333,79.1667,78.5714,68.7500,66.6667,70.8333,78.5714,False,161.808,348164,0.823016,1.542232,2026-09-05T00:34:20.734466+00:00,2026-09-05T00:37:02.547525+00:00,codex-cli 0.153.4,2e69470597e9b4e51847094c2605edbfbe403d6780e974f844f868f078d8180f
astra,low,legacy-quotacore-binary-parity,legacy-quotacore-binary-parity-be5b973f,87.3835,89.9014,100.00,85.10,90.00,68.1818,61.4583,86.1111,58.3333,54.1667,62.5000,88.8889,64.5833,58.3333,70.8333,83.3333,False,144.378,342718,0.805916,1.524282,2026-09-05T00:27:03.227497+00:00,2026-09-05T00:29:27.610216+00:00,codex-cli 0.153.4,5dfa3e4b15f88e70160535d6defd5efcee055a3a9d01d71e8a94fe9280109d8e
astra,low,legacy-reflowcore-binary-parity,legacy-reflowcore-binary-parity-c3f2f2fc,86.5062,88.7256,100.00,83.56,85.00,67.2078,65.6250,71.4286,64.5833,66.6667,62.5000,71.4286,66.6667,62.5000,70.8333,71.4286,False,198.422,420020,0.992616,1.857332,2026-09-05T00:44:49.762638+00:00,2026-09-05T00:48:08.190013+00:00,codex-cli 0.153.4,78e68ec69dc2c49a4c0ac9369e48de8d7348cf81e2fc586ec6ac8fff016430e9
astra,low,legacy-schedcore-binary-parity,legacy-schedcore-binary-parity-c0377abc,89.2187,90.6157,100.00,81.06,90.00,74.7835,66.6667,96.4286,64.5833,50.0000,79.1667,100.0000,68.7500,58.3333,79.1667,92.8571,False,257.698,498604,1.291520,2.408115,2026-09-05T00:40:31.872648+00:00,2026-09-05T00:44:49.575495+00:00,codex-cli 0.153.4,9a0782701db6f04cef35f2274f297fe5b7813d163f48029cc252a26541a9d980
astra,low,legacy-settlecore-binary-parity,legacy-settlecore-binary-parity-504c52d6,87.1790,88.3819,100.00,80.93,80.00,71.2121,76.0417,58.3333,79.1667,70.8333,87.5000,50.0000,72.9167,66.6667,79.1667,66.6667,False,162.516,427113,0.969898,1.842346,2026-09-05T00:06:53.895092+00:00,2026-09-05T00:09:36.416025+00:00,codex-cli 0.153.4,3569db4434b3e83823213ddafab69699f968631e8ec215971df13e184f007d71
astra,low,legacy-snapcore-binary-parity,legacy-snapcore-binary-parity-513cc45e,87.2648,88.9677,100.00,81.35,85.00,70.0758,72.9167,62.5000,70.8333,66.6667,75.0000,62.5000,75.0000,75.0000,75.0000,62.5000,False,171.109,557185,1.221074,2.336823,2026-09-05T00:29:27.757253+00:00,2026-09-05T00:32:18.870861+00:00,codex-cli 0.153.4,7691a2ebf62a780e6413811d1de442bd9f4fc0014a92dfc5403462d8b531947b
astra,low,legacy-stampcore-binary-parity,legacy-stampcore-binary-parity-f8f16e83,87.1418,87.9437,100.00,81.71,75.00,72.1861,69.7917,78.5714,68.7500,58.3333,79.1667,64.2857,70.8333,62.5000,79.1667,92.8571,False,149.336,321544,0.836592,1.576684,2026-09-05T00:56:18.543904+00:00,2026-09-05T00:58:47.885216+00:00,codex-cli 0.153.4,f0d96c66337e0addb4c6f7f26f2f51e7984486b75f2d743578d787cfa3bdfaaa
astra,low,legacy-tallycore-binary-parity,legacy-tallycore-binary-parity-2d7b070e,89.9768,92.2018,100.00,82.50,100.00,74.1342,69.7917,85.7143,64.5833,58.3333,70.8333,92.8571,75.0000,66.6667,83.3333,78.5714,False,171.84,695589,1.344426,2.590977,2026-09-05T00:48:08.322241+00:00,2026-09-05T00:51:00.167706+00:00,codex-cli 0.153.4,bd1c6495281c0b7d70d8e0960e5e08ca0a0f41f03ec39988ae5f35d66729c8ad
astra,low,legacy-vaultcore-binary-parity,legacy-vaultcore-binary-parity-110313fa,88.7250,91.6480,100.00,84.58,100.00,69.8052,62.5000,89.2857,58.3333,54.1667,62.5000,78.5714,66.6667,62.5000,70.8333,100.0000,False,121.452,349850,0.822628,1.578156,2026-09-05T00:32:19.005301+00:00,2026-09-05T00:34:20.462270+00:00,codex-cli 0.153.4,3af80842334b3fdf5e1c89af982d98d485e89173bafe6ff93ffd1d4298dc6420
astra,medium,legacy-blendcore-binary-parity,legacy-blendcore-binary-parity-f57c1be6,87.1743,87.9753,100.00,81.83,75.00,72.2538,77.0833,59.3750,75.0000,66.6667,83.3333,62.5000,79.1667,70.8333,87.5000,56.2500,False,186.385,545851,1.257294,2.402188,2026-09-05T02:39:38.711781+00:00,2026-09-05T02:42:45.101114+00:00,codex-cli 0.153.4,8df755bdf0134661fc25505203f584d751ba0eec60eb4d04b58c8dd3a9fc4f19
astra,medium,legacy-cellarcore-binary-parity,legacy-cellarcore-binary-parity-8ebf63a4,86.8855,89.0894,100.00,79.92,90.00,68.0070,62.5000,82.6923,56.2500,45.8333,66.6667,80.7692,68.7500,62.5000,75.0000,84.6154,False,269.928,956139,2.041550,3.901400,2026-09-05T03:00:57.180250+00:00,2026-09-05T03:05:27.114111+00:00,codex-cli 0.153.4,0589053f87c2d11737a0484c8cd3ce2bafc3e43d2c2a37392d654cacd1051788
astra,medium,legacy-codeccore-binary-parity,legacy-codeccore-binary-parity-5cbb6c27,88.6673,89.4513,100.00,82.63,80.00,75.2841,71.8750,84.3750,68.7500,58.3333,79.1667,93.7500,75.0000,66.6667,83.3333,75.0000,False,156.4,379243,0.986702,1.870104,2026-09-05T02:03:40.465941+00:00,2026-09-05T02:06:16.870114+00:00,codex-cli 0.153.4,8289af2d3618b3a283bc29f170ad52eda3233d3861032bab2684a5be9af2e685
astra,medium,legacy-depotcore-binary-parity,legacy-depotcore-binary-parity-24323bec,86.0718,89.7702,100.00,81.84,100.00,62.4709,63.5417,59.6154,60.4167,58.3333,62.5000,53.8462,66.6667,66.6667,66.6667,65.3846,False,287.363,1017935,2.085398,3.987196,2026-09-05T02:52:12.808052+00:00,2026-09-05T02:57:00.175307+00:00,codex-cli 0.153.4,501a6436038155681e9f84fd4e4c0e839440f79b56ed74586031f9640382f613
astra,medium,legacy-freightcore-binary-parity,legacy-freightcore-binary-parity-a1e51c1d,89.0066,89.0001,100.00,80.96,75.00,78.0303,69.7917,100.0000,66.6667,62.5000,70.8333,100.0000,72.9167,66.6667,79.1667,100.0000,False,175.902,331980,0.865840,1.613005,2026-09-05T02:00:44.428044+00:00,2026-09-05T02:03:40.334313+00:00,codex-cli 0.153.4,6abaa9b57f1d9b72e53b82ab1424683e1f38bf0038cd1c794f4b18bca3cfec42
astra,medium,legacy-granarycore-binary-parity,legacy-granarycore-binary-parity-f5fab24f,88.2092,89.6651,100.00,77.62,90.00,72.6107,66.6667,88.4615,66.6667,54.1667,79.1667,92.3077,66.6667,62.5000,70.8333,84.6154,False,391.519,1851645,3.468186,6.674097,2026-09-05T02:45:41.122519+00:00,2026-09-05T02:52:12.650860+00:00,codex-cli 0.153.4,5c78cf422a451cb5381bd650bce17f3c2f46a9d2d870505f0bde9cee4798abbd
astra,medium,legacy-hedgecore-binary-parity,legacy-hedgecore-binary-parity-358f7c88,89.8209,91.0526,100.00,81.79,90.00,76.4205,68.7500,96.8750,66.6667,58.3333,75.0000,100.0000,70.8333,66.6667,75.0000,93.7500,False,273.554,545167,1.609598,3.038571,2026-09-05T02:19:32.811426+00:00,2026-09-05T02:24:06.369481+00:00,codex-cli 0.153.4,4f8bc059a49c3bea70d269b257b58111248f7683a772c89b0b1791a7ad708d3e
astra,medium,legacy-lodgecore-binary-parity,legacy-lodgecore-binary-parity-9b3d9d13,86.9801,87.9255,100.00,77.52,80.00,71.4876,62.5000,95.4545,64.5833,58.3333,70.8333,90.9091,60.4167,62.5000,58.3333,100.0000,False,236.687,1220405,2.305346,4.463542,2026-09-05T02:57:00.347105+00:00,2026-09-05T03:00:57.039566+00:00,codex-cli 0.153.4,d25ac7b1b0ecaee870da66c2cd86f3c455e369c8a2eab6112cd7e7bd7fa8e88f
astra,medium,legacy-matchcore-order-book-parity,legacy-matchcore-order-book-parity-52b34f11,88.5307,90.1880,100.00,80.95,90.00,72.7273,70.8333,77.7778,68.7500,54.1667,83.3333,83.3333,72.9167,66.6667,79.1667,72.2222,False,203.429,475250,1.104428,2.079781,2026-09-05T01:47:59.593668+00:00,2026-09-05T01:51:23.028117+00:00,codex-cli 0.153.4,6fee7494750053ecdce674f40be4f1ef70e9281fceb392b83ac86ea763703462
astra,medium,legacy-metercore-binary-parity,legacy-metercore-binary-parity-9fc40183,86.7220,88.0823,100.00,80.70,80.00,69.8864,65.6250,81.2500,62.5000,58.3333,66.6667,75.0000,68.7500,62.5000,75.0000,87.5000,False,183.288,307556,0.819904,1.521033,2026-09-05T01:57:40.996716+00:00,2026-09-05T02:00:44.288578+00:00,codex-cli 0.153.4,fd4e54b402690b8fe17551d2b0b1a1bf60ec48228b8d5ba4353a039d3b5676b2
astra,medium,legacy-pacecore-binary-parity,legacy-pacecore-binary-parity-3cf35dfc,87.7642,88.3387,100.00,81.89,75.00,74.0260,65.6250,96.4286,64.5833,54.1667,75.0000,100.0000,66.6667,58.3333,75.0000,92.8571,False,197.596,620765,1.343282,2.563114,2026-09-05T02:36:20.978076+00:00,2026-09-05T02:39:38.579236+00:00,codex-cli 0.153.4,ecf29758d3bb653ad01c9d2d6a0da89e0ee8893f6881eae7ecd50fee0e318270
astra,medium,legacy-paddockcore-binary-parity,legacy-paddockcore-binary-parity-489e241d,83.5521,87.0297,100.00,79.52,90.00,58.0087,58.3333,57.1429,54.1667,45.8333,62.5000,39.2857,62.5000,62.5000,62.5000,75.0000,False,391.323,1887877,3.394538,6.551601,2026-09-05T03:05:27.286872+00:00,2026-09-05T03:11:58.616570+00:00,codex-cli 0.153.4,9787763b729dcc3c371a84d03be7e75a5d30f221a9283cfcbe4114897cf054c9
astra,medium,legacy-payrollcore-binary-parity,legacy-payrollcore-binary-parity-001dce1d,86.1666,88.0145,100.00,83.43,80.00,67.5000,65.6250,72.5000,60.4167,58.3333,62.5000,70.0000,70.8333,62.5000,79.1667,75.0000,False,181.901,352596,0.858792,1.599684,2026-09-05T01:54:38.930093+00:00,2026-09-05T01:57:40.835259+00:00,codex-cli 0.153.4,22a044fcc51e925310f4bc5b9ae159bd738f4a7635937100b766d92c85e1491d
astra,medium,legacy-qlite-store-parity,legacy-qlite-store-parity-815066a7,88.8216,90.4115,100.00,81.43,90.00,73.4848,71.8750,77.7778,68.7500,58.3333,79.1667,83.3333,75.0000,66.6667,83.3333,72.2222,False,195.588,426267,1.073958,2.016141,2026-09-05T01:51:23.192713+00:00,2026-09-05T01:54:38.786534+00:00,codex-cli 0.153.4,d890b249c7dbeebe2952949f739d57a32a5d8df2e90721659d76a3213cc28e96
astra,medium,legacy-queuecore-binary-parity,legacy-queuecore-binary-parity-0b493a62,88.2016,90.1864,100.00,82.96,90.00,71.2121,69.7917,75.0000,68.7500,62.5000,75.0000,92.8571,70.8333,62.5000,79.1667,57.1429,False,288.701,611006,1.363196,2.538142,2026-09-05T02:14:43.963427+00:00,2026-09-05T02:19:32.669699+00:00,codex-cli 0.153.4,b5274fff43a030997452025b5b656e46f30c4c113b76d9c24c32e0e6a36c6e21
astra,medium,legacy-quotacore-binary-parity,legacy-quotacore-binary-parity-84c2a3cb,87.1330,88.5904,100.00,83.33,80.00,70.4545,64.5833,86.1111,60.4167,54.1667,66.6667,88.8889,68.7500,58.3333,79.1667,83.3333,False,156.225,257562,0.657796,0.657796,2026-09-05T02:06:17.013823+00:00,2026-09-05T02:08:53.242182+00:00,codex-cli 0.153.4,74c0cddbe0a8169bb5784186ddce1d0864316c131c4df17565a66069634a345c
astra,medium,legacy-reflowcore-binary-parity,legacy-reflowcore-binary-parity-f2b1345e,87.2162,89.1096,100.00,83.09,85.00,69.4805,68.7500,71.4286,66.6667,70.8333,62.5000,64.2857,70.8333,70.8333,70.8333,78.5714,False,240.761,585638,1.230308,2.305591,2026-09-05T02:28:32.804703+00:00,2026-09-05T02:32:33.570611+00:00,codex-cli 0.153.4,1c0a21933006b76528068d5376b78781ec1829c55069fd32b6d205a43c74948f
astra,medium,legacy-schedcore-binary-parity,legacy-schedcore-binary-parity-28eba9b4,87.5095,89.6685,100.00,81.96,90.00,69.3723,64.5833,82.1429,58.3333,50.0000,66.6667,100.0000,70.8333,66.6667,75.0000,64.2857,False,266.168,743493,1.577522,2.979044,2026-09-05T02:24:06.505462+00:00,2026-09-05T02:28:32.678784+00:00,codex-cli 0.153.4,ad68dc163f65c84569f3672271cf4cdf4f6f744e83eed63ac15a925c77400d40
astra,medium,legacy-settlecore-binary-parity,legacy-settlecore-binary-parity-d2f3f6d0,89.1226,90.6530,100.00,82.03,90.00,74.2424,72.9167,77.7778,72.9167,66.6667,79.1667,88.8889,72.9167,66.6667,79.1667,66.6667,False,239.406,506320,1.229984,2.319168,2026-09-05T01:44:00.047135+00:00,2026-09-05T01:47:59.458590+00:00,codex-cli 0.153.4,4c9997d84dee4c5d17815207537e9d5a182fe107c0641be93733bc890ad0484c
astra,medium,legacy-snapcore-binary-parity,legacy-snapcore-binary-parity-2ac6f514,86.1309,87.2927,100.00,81.32,75.00,69.2235,72.9167,59.3750,68.7500,62.5000,75.0000,62.5000,77.0833,75.0000,79.1667,56.2500,False,179.691,425930,1.017268,1.918086,2026-09-05T02:08:53.373863+00:00,2026-09-05T02:11:53.069483+00:00,codex-cli 0.153.4,a4781f54e9b552ccbaf6482c106ce3bbf303517a039c1119f456927a5f530d10
astra,medium,legacy-stampcore-binary-parity,legacy-stampcore-binary-parity-52ae17d7,90.0414,92.3158,100.00,83.26,100.00,74.1342,69.7917,85.7143,70.8333,62.5000,79.1667,78.5714,68.7500,62.5000,75.0000,92.8571,False,175.723,463392,1.061720,2.012465,2026-09-05T02:42:45.234161+00:00,2026-09-05T02:45:40.962524+00:00,codex-cli 0.153.4,77e30b4d92a52c7182eeab2a20ee11d0da266b14919ad846da87369f868074b8
astra,medium,legacy-tallycore-binary-parity,legacy-tallycore-binary-parity-37091566,90.2624,92.5404,100.00,84.18,100.00,74.5671,67.7083,92.8571,60.4167,58.3333,62.5000,100.0000,75.0000,66.6667,83.3333,85.7143,False,227.128,814581,1.715402,3.285329,2026-09-05T02:32:33.715619+00:00,2026-09-05T02:36:20.848615+00:00,codex-cli 0.153.4,bfd42402f4f095110822e423c4f6999e56132c5d3cbaf420ae085fcfaaec7763
astra,medium,legacy-vaultcore-binary-parity,legacy-vaultcore-binary-parity-a30ecb05,87.7113,88.8660,100.00,82.57,80.00,72.4026,68.7500,82.1429,62.5000,54.1667,70.8333,85.7143,75.0000,70.8333,79.1667,78.5714,False,170.574,410325,1.002962,1.895924,2026-09-05T02:11:53.212488+00:00,2026-09-05T02:14:43.791310+00:00,codex-cli 0.153.4,fce520f7cf72a2cb350e1e262ec31294be40d9d1bc60ff425ad270a414821c43
astra,high,legacy-blendcore-binary-parity,legacy-blendcore-binary-parity-d650ea8b,86.9101,88.3056,100.00,81.81,80.00,70.1705,71.8750,65.6250,68.7500,66.6667,70.8333,75.0000,75.0000,66.6667,83.3333,56.2500,False,292.462,800548,1.694776,3.185102,2026-09-05T04:24:00.645473+00:00,2026-09-05T04:28:53.111709+00:00,codex-cli 0.153.4,6f0e2e53a601894ae2da8fec33791f83ca6e7354046b88f4e7476e890d8c4145
astra,high,legacy-cellarcore-binary-parity,legacy-cellarcore-binary-parity-01370c8f,86.1120,87.5461,100.00,79.01,80.00,68.4732,64.5833,78.8462,58.3333,45.8333,70.8333,73.0769,70.8333,62.5000,79.1667,84.6154,False,298.957,1349467,2.598870,4.998415,2026-09-05T04:53:13.943903+00:00,2026-09-05T04:58:12.907036+00:00,codex-cli 0.153.4,de45cc30dc9916e107fd23eb99286b2e44c138efef45bfdffb491d2cc33c9482
astra,high,legacy-codeccore-binary-parity,legacy-codeccore-binary-parity-d29ae34f,90.5698,90.3828,100.00,80.38,80.00,81.6288,77.0833,93.7500,77.0833,70.8333,83.3333,87.5000,77.0833,75.0000,79.1667,100.0000,False,273.485,558659,1.403382,2.610389,2026-09-05T03:40:05.810997+00:00,2026-09-05T03:44:39.300677+00:00,codex-cli 0.153.4,bf999c07f44a8cf1bf1117acfff97ca935e61eeb6c82ec71bb26427961e0259b
astra,high,legacy-depotcore-binary-parity,legacy-depotcore-binary-parity-fceaca10,84.5780,87.6466,100.00,79.47,90.00,61.1305,64.5833,51.9231,66.6667,58.3333,75.0000,50.0000,62.5000,58.3333,66.6667,53.8462,False,342.582,1084301,2.272610,4.307320,2026-09-05T04:41:38.832788+00:00,2026-09-05T04:47:21.420740+00:00,codex-cli 0.153.4,2af4d1ddb722afbbfc22abac770814fddb3e54381806a2bf46dd9854dae7685a
astra,high,legacy-freightcore-binary-parity,legacy-freightcore-binary-parity-111a5475,90.7810,90.6831,100.00,82.13,80.00,81.8182,75.0000,100.0000,75.0000,66.6667,83.3333,100.0000,75.0000,66.6667,83.3333,100.0000,False,286.216,463246,1.154036,2.104647,2026-09-05T03:35:19.453920+00:00,2026-09-05T03:40:05.674305+00:00,codex-cli 0.153.4,1b6188b642204d1459cddcc546309fa12d228f5b70beca23bdc87b36ca68e098
astra,high,legacy-granarycore-binary-parity,legacy-granarycore-binary-parity-b08e163b,84.5378,87.1967,100.00,75.15,90.00,62.1212,57.2917,75.0000,47.9167,41.6667,54.1667,65.3846,66.6667,54.1667,79.1667,84.6154,False,474.858,2096020,3.796920,7.265290,2026-09-05T04:33:43.822224+00:00,2026-09-05T04:41:38.687256+00:00,codex-cli 0.153.4,5276ac0560d392a75b5ef8c441bf5d86cb9c144a4e6ab4f316765df02e1a8f58
astra,high,legacy-hedgecore-binary-parity,legacy-hedgecore-binary-parity-93589f31,88.6280,89.3458,100.00,81.80,80.00,75.3788,70.8333,87.5000,68.7500,62.5000,75.0000,87.5000,72.9167,66.6667,79.1667,87.5000,False,338.473,649633,1.561762,2.878349,2026-09-05T04:00:37.327657+00:00,2026-09-05T04:06:15.803077+00:00,codex-cli 0.153.4,7f5e377eac6913304ef14da1543e07940c14ed1a42b7f4cd933253f48ccb59f2
astra,high,legacy-lodgecore-binary-parity,legacy-lodgecore-binary-parity-c0d74734,87.9700,89.7250,100.00,79.70,90.00,71.3499,61.4583,97.7273,60.4167,54.1667,66.6667,100.0000,62.5000,62.5000,62.5000,95.4545,False,352.193,1962329,3.678290,7.112605,2026-09-05T04:47:21.598684+00:00,2026-09-05T04:53:13.797679+00:00,codex-cli 0.153.4,4533595b09ad19376044b931c7e099f022d07d23ae2604eb8e89e60305f722d4
astra,high,legacy-matchcore-order-book-parity,legacy-matchcore-order-book-parity-8d48ea0d,88.3622,88.1525,100.00,76.32,75.00,77.2727,77.0833,77.7778,72.9167,70.8333,75.0000,72.2222,81.2500,75.0000,87.5000,83.3333,False,286.607,585714,1.368628,2.535856,2026-09-05T03:17:25.386659+00:00,2026-09-05T03:22:11.998753+00:00,codex-cli 0.153.4,c776d86b171a72f35043a114d9fa74255420c6b5bc4bfe195f70be24319f9abc
astra,high,legacy-metercore-binary-parity,legacy-metercore-binary-parity-cec66723,89.4674,89.3788,100.00,81.97,75.00,79.1667,76.0417,87.5000,72.9167,66.6667,79.1667,87.5000,79.1667,70.8333,87.5000,87.5000,False,236.394,557506,1.384636,2.607647,2026-09-05T03:31:22.764030+00:00,2026-09-05T03:35:19.163207+00:00,codex-cli 0.153.4,e20e11c659e0912d9290a1b6838c2c3be5bf2482c013071419d4b0a2fc29d0e1
astra,high,legacy-pacecore-binary-parity,legacy-pacecore-binary-parity-b26d02e4,91.5179,92.3558,100.00,84.58,90.00,80.8442,75.0000,96.4286,75.0000,66.6667,83.3333,100.0000,75.0000,70.8333,79.1667,92.8571,False,260.636,591320,1.381920,2.582690,2026-09-05T04:19:39.814793+00:00,2026-09-05T04:24:00.454510+00:00,codex-cli 0.153.4,22195a35abf82c0fa3d5b93bff8e7a28fec5b2f26f44777c839e75304ce8c1b5
astra,high,legacy-paddockcore-binary-parity,legacy-paddockcore-binary-parity-b8808e9c,83.7991,85.8726,100.00,76.25,80.00,62.1753,59.3750,69.6429,56.2500,50.0000,62.5000,64.2857,62.5000,54.1667,70.8333,75.0000,False,391.697,1440792,2.840856,5.418087,2026-09-05T04:58:13.053785+00:00,2026-09-05T05:04:44.758348+00:00,codex-cli 0.153.4,d3f78d9fe2e7eab7274e8c87b7783a1aff60e331bc216ab9743cfb5397f6903a
astra,high,legacy-payrollcore-binary-parity,legacy-payrollcore-binary-parity-7dbcf38f,86.8023,88.2964,100.00,82.38,80.00,69.6970,67.7083,75.0000,62.5000,54.1667,70.8333,80.0000,72.9167,66.6667,79.1667,70.0000,False,288.046,393056,1.128632,2.047189,2026-09-05T03:26:34.569931+00:00,2026-09-05T03:31:22.620651+00:00,codex-cli 0.153.4,d1defde993ac409955fad7e89bd7224dacd43640de1179d119a3d755103f94c4
