model,effort,task,run_id,combined_33,combined_20_profile,functional_pct,automated_quality_pct,security_pct,code_quality,reviewed_score,intent_recovery,muse_reviewed,muse_readability,muse_maintainability,muse_intent_recovery,grok_reviewed,grok_readability,grok_maintainability,grok_intent_recovery,solver_fallback,duration_s,raw_tokens,estimated_usd,long_context_upper_usd,started_at,finished_at,solver_cli_version,evidence_sha256
astra,high,legacy-qlite-store-parity,legacy-qlite-store-parity-248e85e5,88.1212,88.8860,100.00,80.25,80.00,74.2424,70.8333,83.3333,68.7500,62.5000,75.0000,83.3333,72.9167,62.5000,83.3333,83.3333,False,262.295,407226,1.550356,2.922262,2026-09-05T03:22:12.139374+00:00,2026-09-05T03:26:34.439620+00:00,codex-cli 0.153.4,603f2255e36ebff177ed8eb3bf082ead6f1e1cea69b085b0151c84b337e7b2da
astra,high,legacy-queuecore-binary-parity,legacy-queuecore-binary-parity-e8375242,87.8797,88.8735,100.00,81.61,80.00,73.1602,69.7917,82.1429,66.6667,54.1667,79.1667,92.8571,72.9167,66.6667,79.1667,71.4286,False,262.702,406390,1.085484,1.985518,2026-09-05T03:56:14.492862+00:00,2026-09-05T04:00:37.199269+00:00,codex-cli 0.153.4,77aa3327cb13832dc66b1e3507cadb25fe8b2cdce64bdf83e6c925b85a5d599e
astra,high,legacy-quotacore-binary-parity,legacy-quotacore-binary-parity-93db74d5,87.1645,88.6459,100.00,83.70,80.00,70.4545,68.7500,75.0000,66.6667,62.5000,70.8333,66.6667,70.8333,62.5000,79.1667,83.3333,False,225.117,334022,0.932428,1.705806,2026-09-05T03:44:39.452347+00:00,2026-09-05T03:48:24.573204+00:00,codex-cli 0.153.4,35d76dafda408848cf39e4dc490265799b2d0b3cc680d62975d8bc455fc6b66e
astra,high,legacy-reflowcore-binary-parity,legacy-reflowcore-binary-parity-ab41a1c0,88.5906,89.4245,100.00,82.83,80.00,75.0000,75.0000,75.0000,77.0833,70.8333,83.3333,71.4286,72.9167,66.6667,79.1667,78.5714,False,244.338,424628,1.094264,2.017978,2026-09-05T04:11:31.246830+00:00,2026-09-05T04:15:35.587939+00:00,codex-cli 0.153.4,47914deb5348bcf23257bfe57455d3d3eb8aa7d903dd6cfadea57c0acf3aaa75
astra,high,legacy-schedcore-binary-parity,legacy-schedcore-binary-parity-6beaa7cb,88.9023,90.5126,100.00,81.96,90.00,73.5931,67.7083,89.2857,66.6667,54.1667,79.1667,100.0000,68.7500,58.3333,79.1667,78.5714,False,315.18,696963,1.574566,2.930407,2026-09-05T04:06:15.930720+00:00,2026-09-05T04:11:31.114853+00:00,codex-cli 0.153.4,b843eceab55ab6889388175c7edf1f08cb6f82d4a9da647b0a7c73844e593aa7
astra,high,legacy-settlecore-binary-parity,legacy-settlecore-binary-parity-8a186cc8,89.4103,89.7126,100.00,80.71,80.00,78.0303,79.1667,75.0000,79.1667,75.0000,83.3333,66.6667,79.1667,75.0000,83.3333,83.3333,False,325.87,577969,1.476714,2.717428,2026-09-05T03:11:59.368716+00:00,2026-09-05T03:17:25.241173+00:00,codex-cli 0.153.4,bbef5c5dbe4b3b7425bcc7e876fa1cbe4a162dbeec394d49d90f5a8d1f616ac2
astra,high,legacy-snapcore-binary-parity,legacy-snapcore-binary-parity-3caa376f,88.4826,89.2340,100.00,81.56,80.00,75.0000,75.0000,75.0000,70.8333,70.8333,70.8333,75.0000,79.1667,75.0000,83.3333,75.0000,False,249.088,605162,1.382292,2.594834,2026-09-05T03:48:24.698527+00:00,2026-09-05T03:52:33.788847+00:00,codex-cli 0.153.4,024203d70918bd7ff0fbf9932e53e50ef75c2cc3c945a65a22da1f14bea400d0
astra,high,legacy-stampcore-binary-parity,legacy-stampcore-binary-parity-09115481,89.0953,90.8118,100.00,83.81,90.00,73.7013,71.8750,78.5714,72.9167,62.5000,83.3333,78.5714,70.8333,66.6667,75.0000,78.5714,False,290.414,482906,1.265076,2.326202,2026-09-05T04:28:53.254102+00:00,2026-09-05T04:33:43.672075+00:00,codex-cli 0.153.4,289d44e72a306462144b1dcf8d6856c540a4574b35cec1ae459a6566b3209161
astra,high,legacy-tallycore-binary-parity,legacy-tallycore-binary-parity-7aac2c90,89.0208,89.7700,100.00,83.69,80.00,76.0823,69.7917,92.8571,62.5000,58.3333,66.6667,85.7143,77.0833,70.8333,83.3333,100.0000,False,243.942,725530,1.554884,2.947968,2026-09-05T04:15:35.721665+00:00,2026-09-05T04:19:39.666392+00:00,codex-cli 0.153.4,e2b1d95746fe9df37a246fda05ec1ae310102c50afc3d28f264f712d0e10e377
astra,high,legacy-vaultcore-binary-parity,legacy-vaultcore-binary-parity-e166b28d,90.9320,91.8599,100.00,83.15,90.00,79.4372,77.0833,85.7143,75.0000,66.6667,83.3333,85.7143,79.1667,75.0000,83.3333,85.7143,False,220.318,459386,1.173108,2.193866,2026-09-05T03:52:33.933958+00:00,2026-09-05T03:56:14.255517+00:00,codex-cli 0.153.4,6ad8b1092310f74356bbac4519027c96d7f599e7a5fc5711500751f7d0e9fa60
astra,extra-high,legacy-blendcore-binary-parity,legacy-blendcore-binary-parity-096cfce6,87.0636,88.3592,100.00,81.41,80.00,70.7386,75.0000,59.3750,75.0000,66.6667,83.3333,56.2500,75.0000,66.6667,83.3333,62.5000,False,380.17,631018,1.734508,3.188891,2026-09-05T06:57:50.417790+00:00,2026-09-05T07:04:10.591888+00:00,codex-cli 0.153.4,266cbc9a8b5147a4ca1910bd89a974275d043e6b99fb0283fb387dd675de782f
astra,extra-high,legacy-cellarcore-binary-parity,legacy-cellarcore-binary-parity-cbdd0879,88.8014,90.3313,100.00,80.74,90.00,73.6014,68.7500,86.5385,66.6667,58.3333,75.0000,84.6154,70.8333,62.5000,79.1667,88.4615,False,1156.938,2473792,5.309984,9.832668,2026-09-05T07:42:02.669455+00:00,2026-09-05T08:01:19.614377+00:00,codex-cli 0.153.4,a543264457871ec607a3d77f7813f75a154f66b2c263339a35a9c97e0ceb5947
astra,extra-high,legacy-codeccore-binary-parity,legacy-codeccore-binary-parity-84564d65,90.7852,91.5957,100.00,81.37,90.00,79.4508,72.9167,96.8750,75.0000,66.6667,83.3333,93.7500,70.8333,62.5000,79.1667,100.0000,False,417.879,690203,1.823486,3.331222,2026-09-05T05:48:05.696665+00:00,2026-09-05T05:55:03.579622+00:00,codex-cli 0.153.4,9deb4c32080933e3ab4c06b1594033914a90df8423ce8171fa2c5bb6f702e787
astra,extra-high,legacy-depotcore-binary-parity,legacy-depotcore-binary-parity-e20eabe0,85.5163,88.1660,100.00,78.97,90.00,64.1026,61.4583,71.1538,56.2500,54.1667,58.3333,65.3846,66.6667,66.6667,66.6667,76.9231,False,653.385,2069966,4.740796,9.054042,2026-09-05T07:21:45.396186+00:00,2026-09-05T07:32:38.788180+00:00,codex-cli 0.153.4,03de4d9362fb6abdd8ca2d529a6d9324b627facd076aeded4cd55a545128028e
astra,extra-high,legacy-freightcore-binary-parity,legacy-freightcore-binary-parity-e93bd652,90.2691,90.3591,100.00,81.99,80.00,80.3030,78.1250,86.1111,77.0833,70.8333,83.3333,77.7778,79.1667,75.0000,83.3333,94.4444,False,432.863,452828,1.454560,2.583795,2026-09-05T05:40:52.690036+00:00,2026-09-05T05:48:05.556913+00:00,codex-cli 0.153.4,3d738179d770836bceaaf207b47d527463312e6b261f56cc5f128ff1359b6bb5
astra,extra-high,legacy-granarycore-binary-parity,legacy-granarycore-binary-parity-4ea5272c,87.9451,89.6892,100.00,79.49,90.00,71.3287,65.6250,86.5385,66.6667,58.3333,75.0000,84.6154,64.5833,54.1667,75.0000,88.4615,False,650.331,2214499,4.398518,8.317461,2026-09-05T07:10:54.900337+00:00,2026-09-05T07:21:45.235951+00:00,codex-cli 0.153.4,95e9ca02f22e1179908ee878ca951706d03167f50e3b431cdf36126bdd4e598a
astra,extra-high,legacy-hedgecore-binary-parity,legacy-hedgecore-binary-parity-80696bb5,90.6686,89.9778,100.00,80.66,75.00,83.1439,79.1667,93.7500,75.0000,75.0000,75.0000,93.7500,83.3333,83.3333,83.3333,93.7500,False,458.595,574876,1.722840,3.107080,2026-09-05T06:20:24.746938+00:00,2026-09-05T06:28:03.427548+00:00,codex-cli 0.153.4,649e3b91fc9608fd81d3109d0dcc313a4eff592f47c606ed909bc9540eaaa942
astra,extra-high,legacy-lodgecore-binary-parity,legacy-lodgecore-binary-parity-2f4f7ddc,88.8701,90.1021,100.00,77.99,90.00,74.5179,66.6667,95.4545,64.5833,62.5000,66.6667,90.9091,68.7500,62.5000,75.0000,100.0000,False,563.591,1912502,3.830076,7.267652,2026-09-05T07:32:38.928428+00:00,2026-09-05T07:42:02.525071+00:00,codex-cli 0.153.4,460befbc3da9d909447361dee5031c67ab8c70736f1c6dc03ef8dbb194e8c1f8
astra,extra-high,legacy-matchcore-order-book-parity,legacy-matchcore-order-book-parity-58cfe083,88.3630,88.4435,100.00,79.27,75.00,76.5152,75.0000,80.5556,72.9167,75.0000,70.8333,83.3333,77.0833,70.8333,83.3333,77.7778,False,449.5,655080,1.892896,3.459142,2026-09-05T05:12:32.106584+00:00,2026-09-05T05:20:01.612371+00:00,codex-cli 0.153.4,f5672583e076b31b21da6f61db6bfc231cc065f7c8d2b2b1b9c5e7898f4e912d
astra,extra-high,legacy-metercore-binary-parity,legacy-metercore-binary-parity-c9ba784d,88.8534,89.3090,100.00,80.04,80.00,76.5152,77.0833,75.0000,81.2500,79.1667,83.3333,75.0000,72.9167,66.6667,79.1667,75.0000,False,384.062,434237,1.330906,2.375337,2026-09-05T05:34:28.470171+00:00,2026-09-05T05:40:52.537141+00:00,codex-cli 0.153.4,7672faffdec8cce42769e23355a3fabf4a24240d46a281608b4c76cf2b85ecb3
astra,extra-high,legacy-pacecore-binary-parity,legacy-pacecore-binary-parity-bd076ac7,91.1855,91.9348,100.00,82.35,90.00,80.4113,77.0833,89.2857,79.1667,75.0000,83.3333,92.8571,75.0000,70.8333,79.1667,85.7143,False,427.794,701960,1.901216,3.493582,2026-09-05T06:50:42.459419+00:00,2026-09-05T06:57:50.258556+00:00,codex-cli 0.153.4,f64a8d992cd6c2ff129959b4f68afec408dfde512472133a4bb7cfbc71079fcc
astra,extra-high,legacy-paddockcore-binary-parity,legacy-paddockcore-binary-parity-bc8eee40,87.1319,89.5401,100.00,82.98,90.00,67.9654,66.6667,71.4286,68.7500,62.5000,75.0000,82.1429,64.5833,62.5000,66.6667,60.7143,False,574.547,1670706,3.411092,6.431684,2026-09-05T08:01:19.795909+00:00,2026-09-05T08:10:54.349192+00:00,codex-cli 0.153.4,7ec58384554b7ec1c6ec7e0aad42d7cff633d41e1b2af9518443dcd0f349889f
astra,extra-high,legacy-payrollcore-binary-parity,legacy-payrollcore-binary-parity-ae23a1ca,88.9574,90.1008,100.00,82.44,85.00,74.9242,73.9583,77.5000,75.0000,75.0000,75.0000,75.0000,72.9167,66.6667,79.1667,80.0000,False,440.829,406800,1.434312,2.531799,2026-09-05T05:27:07.488396+00:00,2026-09-05T05:34:28.321469+00:00,codex-cli 0.153.4,9444d331d00bcea3e1ec621ea98a788efee72a49eb839a9ec9d54f32f3962c5a
astra,extra-high,legacy-qlite-store-parity,legacy-qlite-store-parity-b9ed14ac,90.5044,91.3536,100.00,80.64,90.00,78.7879,76.0417,86.1111,75.0000,66.6667,83.3333,88.8889,77.0833,70.8333,83.3333,83.3333,False,425.528,516833,1.910858,3.502516,2026-09-05T05:20:01.805836+00:00,2026-09-05T05:27:07.341481+00:00,codex-cli 0.153.4,9cf12f08104d605c5aa417588c05171a7a00f66efe9c7a71dca38ed149b9f5f5
astra,extra-high,legacy-queuecore-binary-parity,legacy-queuecore-binary-parity-65a2547e,87.5009,89.6948,100.00,82.28,90.00,69.2641,69.7917,67.8571,62.5000,54.1667,70.8333,78.5714,77.0833,66.6667,87.5000,57.1429,False,424.784,615173,1.766586,3.230447,2026-09-05T06:13:19.825553+00:00,2026-09-05T06:20:24.614462+00:00,codex-cli 0.153.4,e9756c8a5b993a5d96d33fdfbee98bded02dd90427272acb48a054d84a988860
astra,extra-high,legacy-quotacore-binary-parity,legacy-quotacore-binary-parity-37cc2c7b,89.6378,91.2725,100.00,85.15,90.00,75.0000,71.8750,83.3333,70.8333,66.6667,75.0000,83.3333,72.9167,66.6667,79.1667,83.3333,False,340.565,323968,1.099912,1.946699,2026-09-05T05:55:03.760412+00:00,2026-09-05T06:00:44.329913+00:00,codex-cli 0.153.4,45f7f630661b41afa633594aa3a3d6e9003c8483411eb213c53584e11ba75d9a
astra,extra-high,legacy-reflowcore-binary-parity,legacy-reflowcore-binary-parity-19b69cb7,89.0340,90.9519,100.00,85.61,90.00,73.0519,75.0000,67.8571,79.1667,79.1667,79.1667,64.2857,70.8333,66.6667,75.0000,71.4286,False,418.309,563366,1.772052,3.236729,2026-09-05T06:36:28.129680+00:00,2026-09-05T06:43:26.443515+00:00,codex-cli 0.153.4,55cf31742794994c2a9e0348c0bddcaade5caf540fb43fe94bd831bd87c9d667
astra,extra-high,legacy-schedcore-binary-parity,legacy-schedcore-binary-parity-1f5b6e3b,90.0699,91.1247,100.00,80.99,90.00,77.3810,72.9167,89.2857,70.8333,58.3333,83.3333,92.8571,75.0000,66.6667,83.3333,85.7143,False,504.386,908043,2.206190,4.035980,2026-09-05T06:28:03.597316+00:00,2026-09-05T06:36:27.988944+00:00,codex-cli 0.153.4,0844f9d4f88bb56ed7d85ad4c226006c47e2245d4722f447683dc6f7e54b17b7
astra,extra-high,legacy-settlecore-binary-parity,legacy-settlecore-binary-parity-a4caf8e7,90.1319,91.2755,100.00,87.14,85.00,77.2727,75.0000,83.3333,75.0000,70.8333,79.1667,88.8889,75.0000,70.8333,79.1667,77.7778,False,466.062,623084,1.787256,3.225512,2026-09-05T05:04:45.783046+00:00,2026-09-05T05:12:31.850011+00:00,codex-cli 0.153.4,59f8c9d7c6da11f1cbe586e87d3ac3a6f5377a8f86404f978e8ac3352be9d262
astra,extra-high,legacy-snapcore-binary-parity,legacy-snapcore-binary-parity-dbecc8b0,90.2886,91.4434,100.00,82.88,90.00,77.5568,75.0000,84.3750,72.9167,70.8333,75.0000,68.7500,77.0833,66.6667,87.5000,100.0000,False,379.234,858969,2.087842,3.905659,2026-09-05T06:00:44.464320+00:00,2026-09-05T06:07:03.703591+00:00,codex-cli 0.153.4,0ec92ed66c4c2e7330efeb0fce89305bf9390564b6b0ac57160cb7eb7f841efb
astra,extra-high,legacy-stampcore-binary-parity,legacy-stampcore-binary-parity-abd57910,88.8458,89.2542,100.00,79.53,80.00,76.6234,71.8750,89.2857,64.5833,62.5000,66.6667,85.7143,79.1667,75.0000,83.3333,92.8571,False,403.997,611771,1.674182,3.051889,2026-09-05T07:04:10.749030+00:00,2026-09-05T07:10:54.747599+00:00,codex-cli 0.153.4,f632f53ee6960bb30df2441b563f685f3d4e69db21847948fd06ef9b63c6bd7b
astra,extra-high,legacy-tallycore-binary-parity,legacy-tallycore-binary-parity-d1f795e4,90.5112,91.4896,100.00,81.98,90.00,78.4632,77.0833,82.1429,75.0000,70.8333,79.1667,78.5714,79.1667,75.0000,83.3333,85.7143,False,435.712,953216,2.214248,4.123471,2026-09-05T06:43:26.590513+00:00,2026-09-05T06:50:42.306470+00:00,codex-cli 0.153.4,34641b4a9e3bdaabd84ec77f6d863ed4b831606f66b488b1d32e0ed8ceab5851
astra,extra-high,legacy-vaultcore-binary-parity,legacy-vaultcore-binary-parity-858035b5,89.7811,89.9944,100.00,81.29,80.00,79.0043,79.1667,78.5714,79.1667,75.0000,83.3333,57.1429,79.1667,70.8333,87.5000,100.0000,False,375.825,469022,1.442196,2.601767,2026-09-05T06:07:03.845463+00:00,2026-09-05T06:13:19.675915+00:00,codex-cli 0.153.4,911e40e9a30879be3fed55f672dbb90b3406e41d7844e6bdbfc1f17d9ec86d05
astra,max,legacy-blendcore-binary-parity,legacy-blendcore-binary-parity-dcdbffc5,88.4560,89.2957,100.00,82.35,80.00,74.7159,78.1250,65.6250,77.0833,75.0000,79.1667,62.5000,79.1667,70.8333,87.5000,68.7500,False,714.239,814763,2.286510,4.164620,2026-09-05T10:37:37.221835+00:00,2026-09-05T10:49:31.463640+00:00,codex-cli 0.153.4,549dbe360b1969a790cfd11aa1e49e157050a6e953656a27c40e8e22f4d21f8a
astra,max,legacy-cellarcore-binary-parity,legacy-cellarcore-binary-parity-80963573,87.3162,88.1115,100.00,77.34,80.00,72.5524,68.7500,82.6923,64.5833,62.5000,66.6667,84.6154,72.9167,62.5000,83.3333,80.7692,False,693.092,1420598,3.464084,6.400093,2026-09-05T11:42:12.919508+00:00,2026-09-05T11:53:46.017083+00:00,codex-cli 0.153.4,8538dfa8588931e013dcb3ecbaf83d2123f61297788637d9aa59792a6a490148
astra,max,legacy-codeccore-binary-parity,legacy-codeccore-binary-parity-0041db50,91.9178,92.4357,100.00,82.93,90.00,82.4811,77.0833,96.8750,72.9167,62.5000,83.3333,93.7500,81.2500,75.0000,87.5000,100.0000,False,526.333,723780,2.080960,3.763345,2026-09-05T09:10:43.662736+00:00,2026-09-05T09:19:30.001063+00:00,codex-cli 0.153.4,50c2b0cdb46c69ffa4fedea0555b43b567fe2c7cadb3ddc3d32c477dd6ca33e5
astra,max,legacy-depotcore-binary-parity,legacy-depotcore-binary-parity-ddca93e6,87.2854,88.1017,100.00,77.43,80.00,72.4359,72.9167,71.1538,75.0000,75.0000,75.0000,65.3846,70.8333,70.8333,70.8333,76.9231,False,858.083,1571012,5.267776,9.903777,2026-09-05T11:15:13.978950+00:00,2026-09-05T11:29:32.066635+00:00,codex-cli 0.153.4,adeba29c66b4ebaa2eede5059d1ec0209548b3dd2aa4ef4082e1ce032e45f1da
astra,max,legacy-freightcore-binary-parity,legacy-freightcore-binary-parity-90f8da84,91.8292,92.2432,100.00,81.52,90.00,82.5758,76.0417,100.0000,75.0000,66.6667,83.3333,100.0000,77.0833,70.8333,83.3333,100.0000,False,555.468,435522,1.746540,3.075105,2026-09-05T09:01:28.036398+00:00,2026-09-05T09:10:43.510325+00:00,codex-cli 0.153.4,afaa71758285c65574371130d184fdbf01289ee79b57acac0907b0371d5573fc
astra,max,legacy-granarycore-binary-parity,legacy-granarycore-binary-parity-f7e3d19e,87.0132,88.9137,100.00,77.35,90.00,69.0559,62.5000,86.5385,54.1667,45.8333,62.5000,92.3077,70.8333,62.5000,79.1667,80.7692,False,1035.501,4036677,7.060498,13.361896,2026-09-05T10:57:58.327716+00:00,2026-09-05T11:15:13.835333+00:00,codex-cli 0.153.4,7660ac00faf671c9631079c39d8d4e155bf6be10381e67df435a88477fd62ad0
astra,max,legacy-hedgecore-binary-parity,legacy-hedgecore-binary-parity-81e7e27e,90.5192,91.4522,100.00,81.55,90.00,78.5985,72.9167,93.7500,72.9167,75.0000,70.8333,93.7500,72.9167,70.8333,75.0000,93.7500,False,531.35,730848,2.092864,3.789328,2026-09-05T09:55:06.297541+00:00,2026-09-05T10:03:57.652374+00:00,codex-cli 0.153.4,ee5736b8a54ccb11e1b5c804f696af1b3f0498b8c07a2a71dacb061d1c08869b
astra,max,legacy-lodgecore-binary-parity,legacy-lodgecore-binary-parity-06d096e5,87.9365,88.4284,100.00,76.74,80.00,74.5868,71.8750,81.8182,68.7500,62.5000,75.0000,90.9091,75.0000,70.8333,79.1667,72.7273,False,760.554,1584764,3.885936,7.196897,2026-09-05T11:29:32.209943+00:00,2026-09-05T11:42:12.770312+00:00,codex-cli 0.153.4,76603301606e34b398d721b53911f62595f77006761fb1126798f558081d4970
astra,max,legacy-matchcore-order-book-parity,legacy-matchcore-order-book-parity-5455bdbf,89.3415,89.5911,100.00,79.90,80.00,78.0303,79.1667,75.0000,75.0000,66.6667,83.3333,72.2222,83.3333,75.0000,91.6667,77.7778,False,716.243,583570,1.917988,3.439826,2026-09-05T08:20:38.115234+00:00,2026-09-05T08:32:34.363264+00:00,codex-cli 0.153.4,d9e3bad5b0c9eb76a365959b1b2047395c805581912b5ffcd42c12975e5e2445
astra,max,legacy-metercore-binary-parity,legacy-metercore-binary-parity-255656c6,88.5113,89.1037,100.00,80.06,80.00,75.4735,69.7917,90.6250,70.8333,62.5000,79.1667,87.5000,68.7500,62.5000,75.0000,93.7500,False,513.721,566437,1.681370,2.982915,2026-09-05T08:52:54.167212+00:00,2026-09-05T09:01:27.892698+00:00,codex-cli 0.153.4,42660a1d86f457f919515f764705b9be4ad3ddcc567a9a235b6e8c68b00f575b
astra,max,legacy-pacecore-binary-parity,legacy-pacecore-binary-parity-9499e6be,91.9006,92.3692,100.00,82.36,90.00,82.5758,76.0417,100.0000,72.9167,66.6667,79.1667,100.0000,79.1667,70.8333,87.5000,100.0000,False,489.769,729615,1.975046,3.584342,2026-09-05T10:29:27.304351+00:00,2026-09-05T10:37:37.078802+00:00,codex-cli 0.153.4,9160859ece2a69b338dc3040bdf913b54d6faa5ad97792a0b22f2fed1594b7a7
astra,max,legacy-paddockcore-binary-parity,legacy-paddockcore-binary-parity-f342fcec,85.3382,86.9127,100.00,77.34,80.00,66.5584,68.7500,60.7143,66.6667,66.6667,66.6667,60.7143,70.8333,66.6667,75.0000,60.7143,False,819.427,1934938,4.268676,7.960552,2026-09-05T11:53:46.160062+00:00,2026-09-05T12:07:25.591696+00:00,codex-cli 0.153.4,3cd0c7c5d4117a0efe8448f40e3deb6755b2e8e8bdea865beaef9ba84a29dc95
astra,max,legacy-payrollcore-binary-parity,legacy-payrollcore-binary-parity-9b7d33fe,88.7278,90.4778,100.00,82.68,90.00,72.8788,73.9583,70.0000,75.0000,66.6667,83.3333,70.0000,72.9167,66.6667,79.1667,70.0000,False,668.2,687740,2.081520,3.664865,2026-09-05T08:41:45.800603+00:00,2026-09-05T08:52:54.005886+00:00,codex-cli 0.153.4,e34a2c6e86aef5b612d09ac707acbf8cbb53f5f20eb93b92c3de567eb2144e63
astra,max,legacy-qlite-store-parity,legacy-qlite-store-parity-43e07c57,91.2961,91.8816,100.00,81.13,90.00,81.0606,78.1250,88.8889,79.1667,75.0000,83.3333,88.8889,77.0833,75.0000,79.1667,88.8889,False,551.134,479896,1.673800,2.989625,2026-09-05T08:32:34.502124+00:00,2026-09-05T08:41:45.640324+00:00,codex-cli 0.153.4,a3e06ff8ec7ba5c6bbc5999ca563ed9942c1d38bd6c02f8defafc6bf87e1b163
astra,max,legacy-queuecore-binary-parity,legacy-queuecore-binary-parity-b2a61cca,90.2110,91.3737,100.00,82.65,90.00,77.3810,72.9167,89.2857,72.9167,66.6667,79.1667,92.8571,72.9167,62.5000,83.3333,85.7143,False,615.164,550495,1.916286,3.356047,2026-09-05T09:44:50.988647+00:00,2026-09-05T09:55:06.159057+00:00,codex-cli 0.153.4,3dcfd4f5b0d5919227570b42a706e247239eecc8225289770d3438a150f0cba9
astra,max,legacy-quotacore-binary-parity,legacy-quotacore-binary-parity-ad36a562,90.4950,91.6266,100.00,83.47,90.00,78.0303,75.0000,86.1111,79.1667,70.8333,87.5000,88.8889,70.8333,62.5000,79.1667,83.3333,False,469.331,374523,1.676470,3.000715,2026-09-05T09:19:30.136877+00:00,2026-09-05T09:27:19.471918+00:00,codex-cli 0.153.4,b47458e4220600c8db332eb9fc950c79a27d9caf7b56235be2165dc620f7eccc
astra,max,legacy-reflowcore-binary-parity,legacy-reflowcore-binary-parity-38d199a8,90.6169,90.6831,100.00,83.14,80.00,81.0606,83.3333,75.0000,85.4167,87.5000,83.3333,78.5714,81.2500,75.0000,87.5000,71.4286,False,440.078,607820,1.742144,3.157363,2026-09-05T10:13:37.088216+00:00,2026-09-05T10:20:57.172317+00:00,codex-cli 0.153.4,e900767956d6b16e14579424f59be30f1c26443bdb0b20dfa327aa804096fbf3
astra,max,legacy-schedcore-binary-parity,legacy-schedcore-binary-parity-ac7628bb,88.8419,90.4888,100.00,82.09,90.00,73.3766,68.7500,85.7143,64.5833,54.1667,75.0000,78.5714,72.9167,62.5000,83.3333,92.8571,False,579.129,527754,1.859444,3.271838,2026-09-05T10:03:57.805795+00:00,2026-09-05T10:13:36.939228+00:00,codex-cli 0.153.4,c12676ae88e4e60ff869cd78d6aefa6418cb5e2d61214f3e06042f74d0ca1f24
astra,max,legacy-settlecore-binary-parity,legacy-settlecore-binary-parity-eee93041,88.1172,88.2995,100.00,79.32,75.00,75.7576,76.0417,75.0000,77.0833,75.0000,79.1667,66.6667,75.0000,66.6667,83.3333,83.3333,False,582.829,592728,2.163976,3.888577,2026-09-05T08:10:55.145878+00:00,2026-09-05T08:20:37.979241+00:00,codex-cli 0.153.4,082709890e1df5368befae055c8a8c90852f0e30b20e8ade0e5c6f4c070813fd
astra,max,legacy-snapcore-binary-parity,legacy-snapcore-binary-parity-1d0753ed,90.0167,91.1447,100.00,81.52,90.00,77.0833,80.2083,68.7500,79.1667,75.0000,83.3333,62.5000,81.2500,79.1667,83.3333,75.0000,False,607.775,889329,2.513586,4.570647,2026-09-05T09:27:19.626970+00:00,2026-09-05T09:37:27.407090+00:00,codex-cli 0.153.4,d0ee324cea50bacd2a7e9abb84497d84a540565df914776bd5743f0637d4c9da
astra,max,legacy-stampcore-binary-parity,legacy-stampcore-binary-parity-dbbef60e,89.6931,91.1632,100.00,83.70,90.00,75.5411,77.0833,71.4286,79.1667,75.0000,83.3333,71.4286,75.0000,70.8333,79.1667,71.4286,False,506.587,673836,1.975584,3.566943,2026-09-05T10:49:31.596174+00:00,2026-09-05T10:57:58.187820+00:00,codex-cli 0.153.4,76ccabd44eab820774dcc5e861a267239eae3f436a8ad879b6681eaea7874633
astra,max,legacy-tallycore-binary-parity,legacy-tallycore-binary-parity-951a0928,90.6600,91.5454,100.00,81.63,90.00,79.0043,79.1667,78.5714,77.0833,75.0000,79.1667,71.4286,81.2500,79.1667,83.3333,85.7143,False,509.837,831768,2.144864,3.919178,2026-09-05T10:20:57.323823+00:00,2026-09-05T10:29:27.165300+00:00,codex-cli 0.153.4,7d99012ad1519fab5da011185045502a455b229972f542ff53d34f418335804d
astra,max,legacy-vaultcore-binary-parity,legacy-vaultcore-binary-parity-03b520c5,87.9350,88.9297,100.00,81.84,80.00,73.2684,73.9583,71.4286,77.0833,70.8333,83.3333,64.2857,70.8333,70.8333,70.8333,78.5714,False,443.301,498990,1.591028,2.854031,2026-09-05T09:37:27.553718+00:00,2026-09-05T09:44:50.859420+00:00,codex-cli 0.153.4,298a2a9e7174adeef8a95253c70e561a542f210d33e615f394bb2171cc78b239
fable,low,legacy-blendcore-binary-parity,legacy-blendcore-binary-parity-8c394a8f,91.1857,92.9542,100.00,82.70,100.00,77.7462,82.2917,65.6250,83.3333,83.3333,83.3333,68.7500,81.2500,79.1667,83.3333,62.5000,False,425.5,585690,2.126181,2.126181,2026-09-03T07:02:37.537342+00:00,2026-09-03T07:09:43.040397+00:00,2.1.259 (Claude Code),630ee7342dd5e58060237f387a0f75494acf7d5773ca18efef3efc6d7dcc42a0
fable,low,legacy-cellarcore-binary-parity,legacy-cellarcore-binary-parity-e7e656c2,88.5931,90.8551,100.00,77.34,100.00,71.2704,67.7083,80.7692,66.6667,66.6667,66.6667,76.9231,68.7500,70.8333,66.6667,84.6154,False,4535.52,10454935,17.514192,17.514192,2026-09-03T11:53:58.994344+00:00,2026-09-03T13:09:34.525638+00:00,2.1.259 (Claude Code),1b776cc3bc0af7eb0a2ab49aaf7a0bb24d641ffcbd0bc0622a1828d9ae3d608a
