model,effort,task,run_id,total_score_pct,functional_pct,automated_quality_pct,security_pct,code_quality_pct,astra_reviewer_pct,claude_reviewer_pct,solver_fallback,duration_s,raw_tokens,estimated_api_usd,astra_long_context_upper_usd,started_at,finished_at,solver_cli_version,solver_stream_sha256,patch_sha256
fable,low,legacy-settlecore-binary-parity,legacy-settlecore-binary-parity-62323e23,80.9305,80.0,80.87,100.0,69.0,77.0,61.0,False,820.754,1587637,4.28181325,,2026-09-03T02:43:27.583125+00:00,2026-09-03T02:57:08.344491+00:00,2.1.259 (Claude Code),992b03f0f86c7961084fd0955aa870ca128e713e4a04cbf655fc8839ca28d99e,787608cca909948d46883026b725795beea92865443bac128d44270cd48ca9b7
fable,low,legacy-snapcore-binary-parity,legacy-snapcore-binary-parity-2d91fdec,94.877,100.0,84.96000000000001,100.0,85.665,91.0,80.33,False,838.783,1267526,3.764498,,2026-09-03T05:16:15.632486+00:00,2026-09-03T05:30:14.419034+00:00,2.1.259 (Claude Code),86bd08f8bc671262267a0d60729eb0f23a1b413fa2ad1fe93357459781c98d27,aeaa7f43559d7e5ab950f75c5333aec07e1ff90612ac4e7decbb099f228b1921
fable,low,legacy-stampcore-binary-parity,legacy-stampcore-binary-parity-46f1d860,94.69800000000001,100.0,83.32000000000001,100.0,86.0,90.67,81.33,False,256.334,477787,1.8450417499999998,,2026-09-03T07:09:43.171602+00:00,2026-09-03T07:13:59.509165+00:00,2.1.259 (Claude Code),4d7548f0900c63fc3202d5ce8450b56154273bcdd9856885b038837b2b7b643d,18581359020799d307de5c74fae5e4ab24b8b9724cc22d1397c01024d266bdee
fable,low,legacy-tallycore-binary-parity,legacy-tallycore-binary-parity-f9bd6317,94.186,100.0,83.24000000000001,100.0,83.5,90.67,76.33,False,1051.913,1717253,4.66053225,,2026-09-03T06:38:12.040116+00:00,2026-09-03T06:55:43.958290+00:00,2.1.259 (Claude Code),45abf5b929623f68b62207cbdccfc86e5f02549d250c9d071075827e37a5cf62,83dece7b3a57172d90018de14bb71dd7a3b7e89116ce99b82bbc6f101ebe4010
fable,low,legacy-vaultcore-binary-parity,legacy-vaultcore-binary-parity-cb8acce2,94.625,100.0,85.5,100.0,84.00000000000001,91.0,77.0,False,501.6,703812,2.51750375,,2026-09-03T05:30:14.551518+00:00,2026-09-03T05:38:36.155359+00:00,2.1.259 (Claude Code),eaf8f7217630a18746bd1ad3fadc14f8e377976f9672996be52c12a62da3435c,e3909e18311b5dc6fb7b438144b6a99e67487abccce7d5c20c7a926e031b3235
fable,medium,legacy-blendcore-binary-parity,legacy-blendcore-binary-parity-39096572,91.9285,100.0,89.19,75.0,86.5,89.33,83.67,False,1051.219,1708032,4.62457975,,2026-09-04T02:48:03.986064+00:00,2026-09-04T03:05:35.210647+00:00,2.1.260 (Claude Code),773ba3c3c875dfb3bc6e0f1601f3a2dec83b030afcd89ea4a729d9892e3ced5b,3dbb730e189060e0d33362157990cfc953009c1f19925fd2942bcbe59f6d7788
fable,medium,legacy-cellarcore-binary-parity,legacy-cellarcore-binary-parity-886256a8,93.34649999999999,100.0,76.53,100.0,84.33500000000001,89.0,79.67,False,1339.223,3043906,9.006976,,2026-09-04T09:47:39.351827+00:00,2026-09-04T10:09:58.583206+00:00,2.1.260 (Claude Code),f45575c99e57f42402057e4bdce70039c9f5ed93f54e3f67821fc703dfddf913,ced4b773cceb0e3dd6035d45a79e415ec6ff42eecafc410e516d31f7533ff7dc
fable,medium,legacy-codeccore-binary-parity,legacy-codeccore-binary-parity-76caa619,92.5895,100.0,83.93,90.0,82.5,89.0,76.0,False,962.534,2225418,4.1189842500000005,,2026-09-03T22:18:50.115331+00:00,2026-09-03T22:34:52.656249+00:00,2.1.259 (Claude Code),967151b63bb733a5b56f2bc1049529caea4063b01cf5871079eb82e0d460a205,878670432cd34f6e41c2705e7eb97ad8f94499b109384d198ea0696d94100dd4
fable,medium,legacy-depotcore-binary-parity,legacy-depotcore-binary-parity-e3803e0a,82.5345,85.71,76.75,100.0,65.835,72.67,59.0,True,10023.073,60089044,55.316139750000005,,2026-09-04T06:15:12.953110+00:00,2026-09-04T09:02:16.050989+00:00,2.1.260 (Claude Code),dc9f788602bde27c597097a96439ff52131ecb66b37d9ad2599169a5929d3496,65d1b1f22f8b3c6f9016913d9ad1fa169f1d49698e9c0a274026950987b599c7
fable,medium,legacy-freightcore-binary-parity,legacy-freightcore-binary-parity-2fc46197,95.1155,100.0,82.99,100.0,88.335,91.67,85.0,False,767.734,1458594,4.123227,,2026-09-03T22:06:02.248868+00:00,2026-09-03T22:18:49.989361+00:00,2.1.259 (Claude Code),d8ffa024e6e2bbf4f3abb3bbf8d6fa04376b7a30539b6608e8bfaaff1e1ffe35,0c0e80f8fe5ce492dc12e53c24f73ade636ce89b32c184d26c8e8891d7d06d4c
fable,medium,legacy-granarycore-binary-parity,legacy-granarycore-binary-parity-8f909cd4,77.37049999999999,78.57,81.35,95.0,58.165,68.33,48.0,True,10508.787,52811752,39.4079325,,2026-09-04T03:20:04.002454+00:00,2026-09-04T06:15:12.802830+00:00,2.1.260 (Claude Code),c0d9a60e0fbb39a9965a45e941f58888ebdfc1cc748f35b952560621675b4e7d,656c40dec6efe871052332a9775ccb8a14d94c407a8f249ac8d20102cf2151dc
fable,medium,legacy-hedgecore-binary-parity,legacy-hedgecore-binary-parity-2c5123bb,94.8265,100.0,83.50999999999999,100.0,86.5,91.0,82.0,False,1399.318,2799830,7.769185,,2026-09-04T00:49:43.590916+00:00,2026-09-04T01:13:02.916110+00:00,2.1.260 (Claude Code),3516b530792b3a3c167a222a638f3a1531abd45387ec0a268e835b81142be4f8,4e4b53f941c5413659f8beed386d2b404d39354f427e6d287f168ed19ccf8889
fable,medium,legacy-lodgecore-binary-parity,legacy-lodgecore-binary-parity-120a6c16,94.6805,100.0,86.09,100.0,83.835,90.67,77.0,False,2722.986,7635609,16.30045625,,2026-09-04T09:02:16.191670+00:00,2026-09-04T09:47:39.191022+00:00,2.1.260 (Claude Code),cc3f941fb57d0ded1d636c6f1e789c0994d843e947f6fb5f363be4422f153b9b,502ab87da400d181de977f64dbcaea72a4279dd2e6ae13d6a8a2e3598bf76da9
fable,medium,legacy-matchcore-order-book-parity,legacy-matchcore-order-book-parity-dd2fd85d,95.171,100.0,81.14,100.0,90.0,93.33,86.67,False,758.185,1044431,3.87001625,,2026-09-03T16:51:09.596433+00:00,2026-09-03T17:03:47.787866+00:00,2.1.259 (Claude Code),f41aa0865e01ef2a7b76258ef6226b3691f751b5f93e33848b53d04003238c1e,6f942712c7a27ffb7f0fd15a896d22785fd8c6e808648fb4a41e8720df47b504
fable,medium,legacy-metercore-binary-parity,legacy-metercore-binary-parity-274479f4,94.7085,100.0,83.39,100.0,86.0,91.33,80.67,False,390.665,435845,1.4739434999999999,,2026-09-03T21:59:31.437332+00:00,2026-09-03T22:06:02.106391+00:00,2.1.259 (Claude Code),3b8e886ded11365e50cbd5cb738d7e23c29d879102bd883bf90cf0a66ced0165,5ba57ceb41de56b4cd86349c3c12fd092ad115b4e0a1b648fd71d758ddd5ebc6
fable,medium,legacy-pacecore-binary-parity,legacy-pacecore-binary-parity-b1e6fdaa,94.43,100.0,82.19999999999999,100.0,85.5,89.0,82.0,False,368.127,578791,2.13796125,,2026-09-04T02:41:55.722630+00:00,2026-09-04T02:48:03.854954+00:00,2.1.260 (Claude Code),4e74b017aeb670ab60877b2eed7f700ebe05522c1936f3475189d1ccc839fa2d,1834c1e0e53dd6afccb00182bba2dd882bd1894b54bdb726452f9e422031a85f
fable,medium,legacy-paddockcore-binary-parity,legacy-paddockcore-binary-parity-c255bc7d,91.6725,100.0,72.71,100.0,78.83,85.33,72.33000000000001,False,1216.168,4890328,9.6368845,,2026-09-04T10:09:58.729397+00:00,2026-09-04T10:30:14.903416+00:00,2.1.260 (Claude Code),9751c8db648d04815458f5acd82b32729dbdaad5ed6008739cdb6d4a35157b2c,7a8190ee9b73124c521152caa348972124d9929274cd24001931186fc1c8646e
fable,medium,legacy-payrollcore-binary-parity,legacy-payrollcore-binary-parity-c22b6450,89.929,100.0,82.42,70.0,85.33,87.33,83.33,False,338.652,459268,1.6016537499999999,,2026-09-03T21:53:52.652471+00:00,2026-09-03T21:59:31.307812+00:00,2.1.259 (Claude Code),4771d311e3d1747849374605cd27f1783a653cf207d56d81c35fc350a4f03dcf,1437cba2636e352901339ea8086d8de62d79bf24714cfd7a08b1896574d8ad28
fable,medium,legacy-qlite-store-parity,legacy-qlite-store-parity-b9717872,85.118,100.0,82.34,40.0,83.835,82.0,85.67,False,677.563,1181192,3.6836367500000002,,2026-09-03T17:03:47.927737+00:00,2026-09-03T17:15:05.497907+00:00,2.1.259 (Claude Code),863161f5f05ea1615588d8b00c0ec96b38e0a48274666285b91852bd00878a1f,1f0ec67af8168707f86f5df8425a935fcb36fba456ba7a55e81045efe4841dbe
fable,medium,legacy-queuecore-binary-parity,legacy-queuecore-binary-parity-6b2308b5,94.925,100.0,83.28,100.0,87.165,92.33,82.0,False,1679.384,1193954,3.8753975,,2026-09-03T23:21:38.629358+00:00,2026-09-03T23:49:38.019169+00:00,2.1.259 (Claude Code),1a0e4c161cee3749a8ced46f20cb08f03386624374e620d9e5668222a662154f,664a95f54599391dffccfb4b21bc09234940698e56f0be21df4cfabe54659a76
fable,medium,legacy-quotacore-binary-parity,legacy-quotacore-binary-parity-1fa5ac46,95.084,100.0,84.34,100.0,87.165,91.0,83.33,False,1179.026,2179129,4.38013175,,2026-09-03T22:34:52.785709+00:00,2026-09-03T22:54:31.817199+00:00,2.1.259 (Claude Code),33c616cd4df7c02e468a59cf2feec5176f6be6b27c241fdcbe92b44afe80700b,773cc53d92e97bfda0eb99d7f3b8824d97f9cb61489397d3bf79762c9d32b9f9
fable,medium,legacy-reflowcore-binary-parity,legacy-reflowcore-binary-parity-3b05d555,94.72500000000001,100.0,85.5,100.0,84.5,89.33,79.67,False,995.413,1806938,5.4391815,,2026-09-04T01:39:45.625412+00:00,2026-09-04T01:56:21.043796+00:00,2.1.260 (Claude Code),227ede1a99510f46baf4691d6df86321f3e910e3e81e359a84b79716d61bf528,519c3ab3dd70580404b3d389343b601eae21bae495c17a104f7361fa53a93c82
fable,medium,legacy-schedcore-binary-parity,legacy-schedcore-binary-parity-d0965306,93.47500000000001,100.0,86.5,90.0,85.00000000000001,88.67,81.33,False,1602.413,2546571,6.9384014999999994,,2026-09-04T01:13:03.063159+00:00,2026-09-04T01:39:45.485114+00:00,2.1.260 (Claude Code),9531272594a730457584867627b42cd30ac0cf14de46ec59e5fc6ea164f678e3,ba00e9b4e798f6d214a50b1dd80ba8720e0d386d7774eb2c524d4a1e73acb744
fable,medium,legacy-settlecore-binary-parity,legacy-settlecore-binary-parity-0c29c6d3,80.453,80.0,81.02000000000001,100.0,66.5,77.0,56.00000000000001,False,1196.774,2114794,6.3553235,,2026-09-03T16:31:12.669560+00:00,2026-09-03T16:51:09.452086+00:00,2.1.259 (Claude Code),ffaeb03f5b3ec9fbe9c1fff08eab59d2765f473297b76e599476479649c8df42,78541388c7d1a4c40be26829c9f5d5f52fa0f0b2e0b2ac97dd61e5c69c68c9da
fable,medium,legacy-snapcore-binary-parity,legacy-snapcore-binary-parity-cfdb8fec,95.23049999999999,100.0,84.87,100.0,87.5,91.33,83.67,False,897.466,1779229,3.6887495,,2026-09-03T22:54:31.965034+00:00,2026-09-03T23:09:29.440046+00:00,2.1.259 (Claude Code),14bbcf5760a3b1be61f530f03a89e3b8767c44d5b2ca895e2f28472169b96bef,8a073a3f873a456660bdbc1c8b61f294482df252d0ad0ce0ea403cc74e7b249f
fable,medium,legacy-stampcore-binary-parity,legacy-stampcore-binary-parity-0904b83c,94.88,100.0,90.64,95.0,85.17,89.67,80.67,True,868.527,1484614,3.4451509999999996,,2026-09-04T03:05:35.335035+00:00,2026-09-04T03:20:03.868262+00:00,2.1.260 (Claude Code),dfb6562ae97ef093768aa060c42c84491dc1705bfeb71797fc2d4e52503345c4,c60b07fb5612ba9d09f7baf77a9c12efa097cb0add9d47edf2db88f591647cf0
fable,medium,legacy-tallycore-binary-parity,legacy-tallycore-binary-parity-f7f71191,94.611,100.0,84.52,100.0,84.665,91.0,78.33,False,2103.223,6126142,11.3553385,,2026-09-04T02:06:52.355227+00:00,2026-09-04T02:41:55.587481+00:00,2.1.260 (Claude Code),bb3decc7f84357ea1ab6f5b28d8451ec029c6e66db40c8057bbd8f15e0021a8c,65882bcaa3cf67aed98a8ba9f4629b1506694930350107618fb66d5eb95af636
fable,medium,legacy-vaultcore-binary-parity,legacy-vaultcore-binary-parity-e86cdae0,89.096,100.0,90.2,60.0,82.83,89.33,76.33,False,728.888,766689,2.728971,,2026-09-03T23:09:29.590096+00:00,2026-09-03T23:21:38.485546+00:00,2.1.259 (Claude Code),118efe4476be591d8b85b5b2c15779d3d848fe2706d56d2006cb234b80514b74,42dbdea25b3388ec74e44ac6ffb455a062bd660da6b43422400e0e5bfe754f53
fable,high,legacy-blendcore-binary-parity,legacy-blendcore-binary-parity-dd79ab00,94.9195,100.0,84.13000000000001,100.0,86.5,91.67,81.33,False,697.556,662060,3.0964957500000003,,2026-09-04T14:55:16.115041+00:00,2026-09-04T15:06:53.677002+00:00,2.1.260 (Claude Code),550cee90ab25542da7b86fa5f196166291e37669669a1f86119b3d919e28658b,b7ee675eb7c6e00fe5d3fc097ee7aa75149cd39ee7fa68d1fa927551c902e3cf
fable,high,legacy-cellarcore-binary-parity,legacy-cellarcore-binary-parity-28505d33,87.69449999999999,92.86,75.99000000000001,100.0,74.33000000000001,82.33,66.33,False,1573.21,2436974,8.712068,,2026-09-04T21:01:33.214244+00:00,2026-09-04T21:27:46.433157+00:00,2.1.260 (Claude Code),6d0ad8b205d721aa90de24246bdd96d575c3a2085997a1b26e45b866827b34e9,5e1cadf718badee2461a33053502684ba8cc3cb8ce9b8a83703c956ae6c100ea
fable,high,legacy-codeccore-binary-parity,legacy-codeccore-binary-parity-f90dddaa,95.03699999999999,100.0,83.36,100.0,87.66499999999999,91.33,84.0,False,796.892,2053173,5.36581025,,2026-09-04T11:34:51.989888+00:00,2026-09-04T11:48:08.890579+00:00,2.1.260 (Claude Code),571e4f0c7a1f862fae4ebd0dec498b4c1a3abb2343e7bef6c9d2f55befb5f467,a0a63c4d7d44bf79414113097f6b4d165f02fe8afc3a190e2ceaaa3c4b2fdc90
fable,high,legacy-depotcore-binary-parity,legacy-depotcore-binary-parity-fa820731,86.7535,100.0,78.91,55.00000000000001,83.33500000000001,84.0,82.67,False,2447.066,8164786,16.53358725,,2026-09-04T18:23:06.493798+00:00,2026-09-04T19:03:53.573229+00:00,2.1.260 (Claude Code),5832bb673bc2941221e968e7f45417038081d81c5c305edad70d2460063c26ac,f4e05b414f3406b2cf7373ea184238e2b984a089fbe9e5bbc9399f04b2cd8114
fable,high,legacy-freightcore-binary-parity,legacy-freightcore-binary-parity-afddac06,95.05749999999999,100.0,83.05,100.0,88.0,92.67,83.33,False,305.348,403806,1.8901882499999998,,2026-09-04T11:29:46.502990+00:00,2026-09-04T11:34:51.855640+00:00,2.1.260 (Claude Code),a90633210f0b300b55c1ec4a73c090286c4b3efae051843ac2b2497a184768a3,0d8f92e557476369d2e8304e18f99b5cbddbbbd6b7a46fbf9eac3f49a7d77f7a
fable,high,legacy-granarycore-binary-parity,legacy-granarycore-binary-parity-d6236695,92.2235,100.0,69.49,100.0,84.0,86.33,81.67,False,3549.256,8036432,18.079101,,2026-09-04T17:23:57.078014+00:00,2026-09-04T18:23:06.351743+00:00,2.1.260 (Claude Code),446ad35a9e96447be7cd5153228eabc0a1ece8747e5b7d6add908275c5bd3698,97da3f9612839153906cc8fab038416f8148ff7d8c76ba4564a17cb4cfbc3f8a
fable,high,legacy-hedgecore-binary-parity,legacy-hedgecore-binary-parity-b68fbea8,87.92699999999999,100.0,84.39999999999999,50.0,88.835,92.0,85.67,False,1510.308,2627937,8.08336875,,2026-09-04T13:09:44.707296+00:00,2026-09-04T13:34:55.022805+00:00,2.1.260 (Claude Code),f705f4183e78197240cd2dfb9d99db34a831919709cf558f2d0053c4bd4b70c1,6896d85f6f77c9a7079796e64eb0e40c3fb2a728444b7de6d0bdaac9eede1c41
fable,high,legacy-lodgecore-binary-parity,legacy-lodgecore-binary-parity-9a6ad86c,85.82499999999999,91.67,87.16000000000001,85.0,70.83,78.33,63.33,True,7059.332,40378924,40.2475325,,2026-09-04T19:03:53.708854+00:00,2026-09-04T21:01:33.065071+00:00,2.1.260 (Claude Code),cfe32e984070b91b54a556a0afa06a11a039ae84083d45d797e786e74ea527d0,2ff5ec2454a7b583a8ef08635c6a2d7db9aae47c46548b84168d9f477db5d534
fable,high,legacy-matchcore-order-book-parity,legacy-matchcore-order-book-parity-f30f4f04,94.8555,100.0,80.15,100.0,89.165,92.0,86.33,False,521.254,849677,4.0584437499999995,,2026-09-04T10:47:58.395444+00:00,2026-09-04T10:56:39.654594+00:00,2.1.260 (Claude Code),bd4af1bc993d16b90f0575f0905f203c67a33350f1ada9afdaf482a9d2ca2b64,32a49c1d231af9fae29cbf798c335f64c680fe440d5a6c0cee919dec4a4e9b0b
fable,high,legacy-metercore-binary-parity,legacy-metercore-binary-parity-121ec3b6,95.2945,100.0,84.85000000000001,100.0,87.835,91.67,84.0,False,607.503,801497,3.58005825,,2026-09-04T11:19:38.871760+00:00,2026-09-04T11:29:46.380464+00:00,2.1.260 (Claude Code),6fa8b1e77f6a27bb1d362b11ba7453e34fe49f548d574c00cc29d1517f96e61f,cfa264a19e7cc13de1df8fa24c52373eefb696b480ef77efe267d6199bf8145b
fable,high,legacy-pacecore-binary-parity,legacy-pacecore-binary-parity-31f5f8e6,95.00999999999999,100.0,83.39999999999999,100.0,87.5,90.33,84.67,False,1505.873,2497339,8.1779195,,2026-09-04T14:30:10.111714+00:00,2026-09-04T14:55:15.991859+00:00,2.1.260 (Claude Code),14e4bb5515930549804d48d23426f0d844c07210d974969b879c2ac94bcd038d,6b4fc80832ced09a7e6d7bd2311a98feea584eb10ac5b6cf7a29b7d325b9334b
fable,high,legacy-paddockcore-binary-parity,legacy-paddockcore-binary-parity-fde98343,92.5345,100.0,76.44999999999999,100.0,80.33500000000001,84.67,76.0,True,7958.244,40165461,47.172853,,2026-09-04T21:27:46.562550+00:00,2026-09-04T23:40:24.827053+00:00,2.1.260 (Claude Code),e14eb2ea5000427e317a569d30dcb9e102fb4f695bcf301d6f25a8fda528f42b,9a6a373c5157239ed4434c5f6e3eef0f29ff7f028d5c0459213397a85630b734
fable,high,legacy-payrollcore-binary-parity,legacy-payrollcore-binary-parity-067707da,87.8735,100.0,81.27,55.00000000000001,87.165,89.0,85.33,False,481.645,794961,3.15211925,,2026-09-04T11:11:37.085126+00:00,2026-09-04T11:19:38.736889+00:00,2.1.260 (Claude Code),cee43c39202a466af96143d8e4239c8b840aedf5aa292777b71042a96d35d448,28b9086e5970ede9997f39898dc9c209d77d1f0d6fb3bbcb412e585692b15178
fable,high,legacy-qlite-store-parity,legacy-qlite-store-parity-b4475f4c,95.01899999999999,100.0,83.46000000000001,100.0,87.5,90.0,85.0,False,897.155,1213960,5.373403000000001,,2026-09-04T10:56:39.787186+00:00,2026-09-04T11:11:36.947884+00:00,2.1.260 (Claude Code),dab6f0636d3b3aad1edbf099a1e099c75fd10e48a246792a16a6af32b03213b6,5e7dc0c009dae45e602db6f135e3b55e06b3c03f824b35810e3bc745a3216e05
fable,high,legacy-queuecore-binary-parity,legacy-queuecore-binary-parity-43a0950b,90.133,100.0,87.0,75.0,79.16499999999999,83.33,75.0,False,1641.547,2959641,7.513034,,2026-09-04T12:42:23.008056+00:00,2026-09-04T13:09:44.563859+00:00,2.1.260 (Claude Code),49fe3749986e2c866d205e0ca4badc96303250459234a6ce2dbe054b1819e7b8,752da6c109333ebf846f6ed5e3c2ef2ab9559d684b3f5d505b0cf1837b2510d1
fable,high,legacy-quotacore-binary-parity,legacy-quotacore-binary-parity-41e4b5e3,87.987,100.0,85.8,65.0,76.835,82.0,71.67,False,916.543,1367098,5.34556875,,2026-09-04T11:48:09.021654+00:00,2026-09-04T12:03:25.571161+00:00,2.1.260 (Claude Code),e19e5c7ba37b1b836b13cd20d06a571b2f15e4a19c8bd75bff454141226f61bc,5e645e873111d96431c2927d770492d5b9b1e6a7ca0b5bf6e89a3c1e0dccfc95
fable,high,legacy-reflowcore-binary-parity,legacy-reflowcore-binary-parity-3ccc8fd0,94.69149999999999,100.0,85.05,100.0,84.67,88.67,80.67,False,1321.489,1519635,6.611397,,2026-09-04T13:57:33.945823+00:00,2026-09-04T14:19:35.439882+00:00,2.1.260 (Claude Code),b1845434aeb626513d7cf83923981d12663580d7ab2067a617e05210f2bce78c,8687fd2ccc522b897941008858d47ff6b3ffcda1d1b6d1299af6e08d0885c7dc
fable,high,legacy-schedcore-binary-parity,legacy-schedcore-binary-parity-c1d31fc8,90.6305,100.0,84.87,70.0,87.0,89.33,84.67,False,1358.643,1753548,6.4518125,,2026-09-04T13:34:55.172153+00:00,2026-09-04T13:57:33.821418+00:00,2.1.260 (Claude Code),28847e2b8ef77153d3eee429ffed2e86123e7ffeb638b8c822feaf729641ea1d,46a160e99982c2b26f25ae086a326bad0ed5c4a89c4f97ccb93d0eff11aeec94
fable,high,legacy-settlecore-binary-parity,legacy-settlecore-binary-parity-c1c7da20,81.16300000000001,80.0,82.19999999999999,100.0,69.16499999999999,77.0,61.33,False,1058.461,2188202,6.17684125,,2026-09-04T10:30:19.775777+00:00,2026-09-04T10:47:58.244431+00:00,2.1.260 (Claude Code),096745e3b71f650d59ad321af453674c53ddc46b6658082b2d8162803af28405,562a9f0f94bd6b516ab7d5ef4c030ddfc66d817c3b66b84b6b91a8f83405609c
fable,high,legacy-snapcore-binary-parity,legacy-snapcore-binary-parity-a7deba17,81.598,100.0,83.32000000000001,10.0,88.0,90.0,86.0,False,1303.271,1732130,5.70164925,,2026-09-04T12:03:25.704354+00:00,2026-09-04T12:25:08.981735+00:00,2.1.260 (Claude Code),025daf7fd20623ee7caca662e0a0d687bf2f31716d211d6a85ba2aa3f39f9952,db1eb391da17cb449180f2057d045d2ca8dc3e98ba5f1af8923cf956f5871594
fable,high,legacy-stampcore-binary-parity,legacy-stampcore-binary-parity-e8622b7a,94.5005,100.0,83.11,100.0,85.16999999999999,90.67,79.67,False,511.948,666853,2.65698125,,2026-09-04T15:06:53.820821+00:00,2026-09-04T15:15:25.776107+00:00,2.1.260 (Claude Code),629410063241eea5b4a2c6915a27f0dc4214ae33ae7cc5410aac2198463c2238,40b236db512ea4402a9b30dbb1eb5add70747d8cb3feffc231e8e0c8e4a42aef
fable,high,legacy-tallycore-binary-parity,legacy-tallycore-binary-parity-25e0929d,90.0435,100.0,87.07000000000001,65.0,86.165,88.33,84.0,False,634.397,1043286,3.529951,,2026-09-04T14:19:35.574875+00:00,2026-09-04T14:30:09.977588+00:00,2.1.260 (Claude Code),84cfd757bacbbc6093d1f263dae3b739734800ae0a2b79d9fddc541f89a2093e,3561dad50e720b19befd1573eb13bf2dcc9b2f0ce96e4dcb3285e379e1406fa4
fable,high,legacy-vaultcore-binary-parity,legacy-vaultcore-binary-parity-741f57d1,95.58800000000001,100.0,85.92,100.0,88.5,92.0,85.0,False,1033.758,1912923,5.62603525,,2026-09-04T12:25:09.111612+00:00,2026-09-04T12:42:22.877222+00:00,2.1.260 (Claude Code),93e498ad0510123b632757a8d71a234ae685a26b7c76861a540e4ece015c8bad,cf27d7e8535c69773207cf2da00962750b38e14223776b50c74416557ac59ade
fable,extra-high,legacy-blendcore-binary-parity,legacy-blendcore-binary-parity-3d73f24f,94.801,100.0,83.12,100.0,86.66499999999999,91.33,82.0,False,630.79,1466162,4.350774,,2026-09-06T01:39:05.449812+00:00,2026-09-06T01:49:36.243578+00:00,2.1.261 (Claude Code),5d213b080eda55fd8f43157c42f5410611143fd22c64deaa35bca0036fc4e3f1,513c49a1944222e48b7376b2c8a546fff2e307af6ce1a083355dcc7d92508e8e
fable,extra-high,legacy-cellarcore-binary-parity,legacy-cellarcore-binary-parity-9cd5f12a,89.70750000000001,100.0,84.83000000000001,65.0,86.165,89.33,83.0,False,1358.742,5602409,11.16075225,,2026-09-06T07:43:41.716177+00:00,2026-09-06T08:06:20.465005+00:00,2.1.261 (Claude Code),5b8ce172242fda7913cb2024fbff754afe77211d85d78659e7dd2aef3c8e1a18,01a126127cbe5b252a9f69c7f2e4bb4b488c31a2bdd4d686dd3d18518d6a8a69
fable,extra-high,legacy-codeccore-binary-parity,legacy-codeccore-binary-parity-ba711fbb,95.161,100.0,83.74000000000001,100.0,88.0,93.0,83.0,False,824.279,963939,5.118877,,2026-09-05T14:55:52.713337+00:00,2026-09-05T15:09:36.997348+00:00,2.1.260 (Claude Code),1ca1a05c45f2af721f7cdea041a3e2909053e1125c6c9504fc606d0d179bc3f9,e124396c2a81ef2af64fc4f8c6e8aa18b624df2a782b9f0c896bcbdf3880dadf
fable,extra-high,legacy-depotcore-binary-parity,legacy-depotcore-binary-parity-a7f1bd6e,92.187,100.0,87.8,95.0,73.83500000000001,84.0,63.67,True,10060.986,73076102,63.172166000000004,,2026-09-06T04:29:31.501626+00:00,2026-09-06T07:17:12.510157+00:00,2.1.261 (Claude Code),c2956cc5e984781641b4d7e5b5e9fa07d09c98139fe18a2c21cf261d1bc6ce9a,6f56a6ff2b77a0518962912741fcb119b4ed1508429b0002484843905d6d59e6
fable,extra-high,legacy-freightcore-binary-parity,legacy-freightcore-binary-parity-35dd75af,95.197,100.0,83.98,100.0,88.0,93.33,82.67,False,1084.245,1528729,6.8200575,,2026-09-05T14:37:48.336788+00:00,2026-09-05T14:55:52.587140+00:00,2.1.260 (Claude Code),f24cf064f83f73a54327f66813a4e0dc0fe670455eb3cf564d29929fbfb4aa1b,b70a4dfe226b6629c48ed362da7e0c087177888932491bda13b13ff3a0ad58c9
fable,extra-high,legacy-granarycore-binary-parity,legacy-granarycore-binary-parity-0c6fd1c7,90.38,100.0,69.64,100.0,74.66999999999999,81.67,67.67,True,8922.121,71424879,61.47305275,,2026-09-06T02:00:49.213254+00:00,2026-09-06T04:29:31.360424+00:00,2.1.261 (Claude Code),2ad3c23a1c72e5ba86c22fe25d952907cf0813730cfb5ce63e8884d6b99fdc15,7dfd35c83e62335c3db967561f5f78a0c4e7a7c7e4e9915e3f7315a1fcc382f6
fable,extra-high,legacy-hedgecore-binary-parity,legacy-hedgecore-binary-parity-bff7f767,79.9345,100.0,82.23,0.0,88.0,91.33,84.67,False,851.198,1309723,5.34408325,,2026-09-05T16:43:38.785221+00:00,2026-09-05T16:57:49.995483+00:00,2.1.260 (Claude Code),d18d3af277ed539134a1f712e8212c44b276254c6889594dbcec6e5d3f4f0369,734a2a1d28ee2f225aad1349b0aa1ca1c19a16a204540d79a79e9b7dc0b3e158
fable,extra-high,legacy-lodgecore-binary-parity,legacy-lodgecore-binary-parity-a43515de,93.286,100.0,75.46000000000001,100.0,84.835,91.0,78.67,False,1588.916,4094568,10.438721750000001,,2026-09-06T07:17:12.650374+00:00,2026-09-06T07:43:41.576464+00:00,2.1.261 (Claude Code),cd8937633849b9c9f24a1042907046e5a7cece9e199e0768c15f7ee3eb759a5d,f16a78af1b660eaf2e9466765382a9d62e43909430fa6ab76a9aebf4a1146d0b
