model,effort,task,run_id,judged_under,judged,combined_33,combined_20_profile,functional_pct,automated_quality_pct,security_pct,code_quality,reviewed_score,intent_recovery,intent_recovery_redistributed,muse_reviewed,muse_readability,muse_maintainability,muse_intent_recovery,grok_reviewed,grok_readability,grok_maintainability,grok_intent_recovery,passed_quirk_families,duration_s,raw_tokens,estimated_usd,started_at,finished_at,solver_cli_version,evidence_sha256
sol,low,legacy-blendcore-binary-parity,legacy-blendcore-binary-parity-1f274ed7,code-quality-maintenance-v3.7,published,74.3294,78.2986,77.78,82.06,100.00,60.4978,60.4167,60.7143,False,58.3333,54.1667,62.5000,64.2857,62.5000,54.1667,70.8333,57.1429,7,246.922,668385,0.724305,2026-09-18T00:58:32.844486+00:00,2026-09-18T01:02:39.771334+00:00,codex-cli 0.153.4,e57c73993020abbdc12be3db5d94086b13f3174af480c58dfa5f5a6006c6fdc7
sol,low,legacy-cellarcore-binary-parity,legacy-cellarcore-binary-parity-4f0888dc,code-quality-maintenance-v3.7,published,57.0527,61.7011,50.00,75.41,100.00,51.9481,50.0000,57.1429,False,52.0833,41.6667,62.5000,50.0000,47.9167,45.8333,50.0000,64.2857,7,1843.256,5429502,3.156610,2026-09-18T01:41:26.040576+00:00,2026-09-18T02:12:09.303508+00:00,codex-cli 0.153.4,a7ed021260105498f225d12d8e8034a053871386055cc5701dc189f42663d1d6
sol,low,legacy-codeccore-binary-parity,legacy-codeccore-binary-parity-16fa8a2e,code-quality-maintenance-v3.7,published,65.8413,67.7011,50.00,82.25,100.00,76.8182,71.8750,90.0000,False,75.0000,66.6667,83.3333,100.0000,68.7500,62.5000,75.0000,80.0000,5,369.722,903290,0.767035,2026-09-17T23:27:30.543859+00:00,2026-09-17T23:33:40.272065+00:00,codex-cli 0.153.4,f8b095ad8d5feddb58f9a235061cdff12310e9726831cc2b9946e39725983506
sol,low,legacy-depotcore-binary-parity,legacy-depotcore-binary-parity-e2c95df4,code-quality-maintenance-v3.7,published,71.9206,74.7833,71.43,73.89,100.00,64.9242,58.3333,82.5000,False,52.0833,50.0000,54.1667,85.0000,64.5833,66.6667,62.5000,80.0000,10,763.528,3433057,2.361345,2026-09-18T01:17:48.547375+00:00,2026-09-18T01:30:32.083404+00:00,codex-cli 0.153.4,b9cf460ee2722cbfd9bca0450712f80ec0e0b44415ec6507da9f6b2b03634c92
sol,low,legacy-freightcore-binary-parity,legacy-freightcore-binary-parity-be0c0d52,code-quality-maintenance-v3.7,published,90.9760,92.4756,100.00,79.13,100.00,78.0303,69.7917,100.0000,False,68.7500,62.5000,75.0000,100.0000,70.8333,62.5000,79.1667,100.0000,9,512.074,1508705,1.225175,2026-09-17T23:18:58.339054+00:00,2026-09-17T23:27:30.417281+00:00,codex-cli 0.153.4,451d8b49596c4babf992d30a7b2e3edad8f00f502535cc62c3dda97d88815067
sol,low,legacy-granarycore-binary-parity,legacy-granarycore-binary-parity-c99fcd5e,code-quality-maintenance-v3.7,published,60.5231,63.3563,50.00,70.86,100.00,63.6364,59.3750,75.0000,False,58.3333,50.0000,66.6667,85.7143,60.4167,58.3333,62.5000,64.2857,7,611.623,2831919,1.868537,2026-09-18T01:07:36.766508+00:00,2026-09-18T01:17:48.398366+00:00,codex-cli 0.153.4,8934f280a9e9da16b987e58235e01e66994ff16eebab1d8834d3abcd0830baca
sol,low,legacy-hedgecore-binary-parity,legacy-hedgecore-binary-parity-8295f14c,code-quality-maintenance-v3.7,published,62.4511,65.5421,50.00,81.19,100.00,66.8182,56.2500,95.0000,False,52.0833,50.0000,54.1667,100.0000,60.4167,62.5000,58.3333,90.0000,4,695.367,3403168,2.288726,2026-09-18T00:16:40.928794+00:00,2026-09-18T00:28:16.301450+00:00,codex-cli 0.153.4,f641d7d197775a62923b1b48c5ec46355cc055e5f87eb570b308ff9c3603b666
sol,low,legacy-lodgecore-binary-parity,legacy-lodgecore-binary-parity-4dcbd7ad,code-quality-maintenance-v3.7,published,36.4438,41.1410,8.33,76.81,100.00,52.2727,62.5000,25.0000,False,56.2500,54.1667,58.3333,0.0000,68.7500,70.8333,66.6667,50.0000,1,653.669,1615474,1.368565,2026-09-18T01:30:32.229606+00:00,2026-09-18T01:41:25.905802+00:00,codex-cli 0.153.4,771f926de076ba36c53b9129b750a2f442e31ef952aec52f4564110a1f526628
sol,low,legacy-matchcore-order-book-parity,legacy-matchcore-order-book-parity-033fcb40,code-quality-maintenance-v3.7,published,76.6148,79.1765,77.78,76.91,100.00,68.7500,68.7500,68.7500,False,68.7500,62.5000,75.0000,68.7500,68.7500,62.5000,75.0000,68.7500,7,486.505,1391123,1.188591,2026-09-17T22:47:40.090766+00:00,2026-09-17T22:55:46.600712+00:00,codex-cli 0.153.4,6b6ea2d5d658d7502f995f20c8fc389736f9f7cacd365f5417401a60eca8647d
sol,low,legacy-metercore-binary-parity,legacy-metercore-binary-parity-a28e4bd4,code-quality-maintenance-v3.7,published,87.1082,90.3569,100.00,81.42,100.00,65.7197,64.5833,68.7500,False,62.5000,58.3333,66.6667,75.0000,66.6667,62.5000,70.8333,62.5000,9,344.413,765708,0.667603,2026-09-17T23:13:13.789910+00:00,2026-09-17T23:18:58.207897+00:00,codex-cli 0.153.4,726da7f1ce0662323874f69a26efe0dbe5a0885e5a22736e61ee55b418ee335f
sol,low,legacy-pacecore-binary-parity,legacy-pacecore-binary-parity-b33a8a30,code-quality-maintenance-v3.7,published,39.8031,42.0858,0.00,82.39,100.00,73.6364,65.6250,95.0000,False,60.4167,54.1667,66.6667,90.0000,70.8333,66.6667,75.0000,100.0000,6,472.827,891850,0.798411,2026-09-18T00:50:39.878297+00:00,2026-09-18T00:58:32.711611+00:00,codex-cli 0.153.4,8de71d471e80be3ce008d453120057d9e657581d49ffdc100466036d51162c40
sol,low,legacy-paddockcore-binary-parity,legacy-paddockcore-binary-parity-03b3f49b,code-quality-maintenance-v3.7,published,47.0360,50.0689,26.67,65.60,100.00,59.4697,58.3333,62.5000,False,58.3333,54.1667,62.5000,75.0000,58.3333,58.3333,58.3333,50.0000,4,643.432,1698344,1.328550,2026-09-18T02:12:09.501673+00:00,2026-09-18T02:22:52.939936+00:00,codex-cli 0.153.4,a2f418ad87d3ede40d5951b2aab600baddf8ad248c077795cf8ca133da7d04f4
sol,low,legacy-payrollcore-binary-parity,legacy-payrollcore-binary-parity-16e926cd,code-quality-maintenance-v3.7,published,82.3144,85.3588,90.00,80.17,100.00,66.6667,65.6250,69.4444,False,64.5833,58.3333,70.8333,66.6667,66.6667,62.5000,70.8333,72.2222,9,806.214,3419779,2.313708,2026-09-17T22:59:47.423388+00:00,2026-09-17T23:13:13.645193+00:00,codex-cli 0.153.4,02a69ce809f77ae86fdeb3c4de866aa3cedc2e2d161077ae4a4b51abfc693af5
sol,low,legacy-qlite-store-parity,legacy-qlite-store-parity-01ef118a,code-quality-maintenance-v3.7,published,38.3100,40.9208,0.00,79.75,100.00,69.7917,66.6667,78.1250,False,70.8333,58.3333,83.3333,81.2500,62.5000,50.0000,75.0000,75.0000,8,240.541,508988,0.555078,2026-09-17T22:55:46.745357+00:00,2026-09-17T22:59:47.291136+00:00,codex-cli 0.153.4,515888f7c7a73e337122ae9c3e03232c9bdb5d4084dd91aedd51beb88c494550
sol,low,legacy-queuecore-binary-parity,legacy-queuecore-binary-parity-013cad64,code-quality-maintenance-v3.7,published,67.7906,71.1123,62.50,79.89,100.00,64.3939,60.4167,75.0000,False,58.3333,45.8333,70.8333,80.0000,62.5000,54.1667,70.8333,70.0000,5,908.881,1684259,1.320838,2026-09-18T00:01:31.889073+00:00,2026-09-18T00:16:40.779374+00:00,codex-cli 0.153.4,98c72a9dc31b0b0a92d173b318b9c6db07a49819bc226f36d0e87d6fc337f753
sol,low,legacy-quotacore-binary-parity,legacy-quotacore-binary-parity-c283192f,code-quality-maintenance-v3.7,published,89.3816,91.6895,100.00,80.96,100.00,72.7273,63.5417,97.2222,False,60.4167,54.1667,66.6667,100.0000,66.6667,62.5000,70.8333,94.4444,10,441.612,898189,0.956346,2026-09-17T23:33:40.422895+00:00,2026-09-17T23:41:02.038880+00:00,codex-cli 0.153.4,d7fc4a94c0b1357247fde9b470ab4d23dee1e0844110851e09132c826f6e09c4
sol,low,legacy-reflowcore-binary-parity,legacy-reflowcore-binary-parity-21b42bd8,code-quality-maintenance-v3.7,published,83.0499,88.0057,100.00,82.52,100.00,53.1385,48.9583,64.2857,False,47.9167,45.8333,50.0000,57.1429,50.0000,50.0000,50.0000,71.4286,8,506.264,1451335,1.226978,2026-09-18T00:34:52.283742+00:00,2026-09-18T00:43:18.567337+00:00,codex-cli 0.153.4,fd894b7a52278e5d6c879be2fdc3c815d962dbf7e8519f6725e408f948c62712
sol,low,legacy-schedcore-binary-parity,legacy-schedcore-binary-parity-5c4a5283,code-quality-maintenance-v3.7,published,80.3068,83.5994,87.50,79.66,100.00,64.5022,64.5833,64.2857,False,60.4167,54.1667,66.6667,64.2857,68.7500,62.5000,75.0000,64.2857,7,395.521,612894,0.677742,2026-09-18T00:28:16.456795+00:00,2026-09-18T00:34:51.984519+00:00,codex-cli 0.153.4,0d8ad4c0f3266ac6f9889ced699bd0cb29ad2f4d75a309ebbbae16567bb6d34f
sol,low,legacy-settlecore-binary-parity,legacy-settlecore-binary-parity-c6d27473,code-quality-maintenance-v3.7,published,63.5691,65.9508,50.00,78.46,100.00,70.9091,75.0000,60.0000,False,72.9167,66.6667,79.1667,60.0000,77.0833,70.8333,83.3333,60.0000,5,580.247,2707698,1.850162,2026-09-17T22:37:59.707126+00:00,2026-09-17T22:47:39.960531+00:00,codex-cli 0.153.4,6f945aac39d20d447a8ca86face99bce0917866ece6060522881771d3fbe0379
sol,low,legacy-snapcore-binary-parity,legacy-snapcore-binary-parity-6ed783eb,code-quality-maintenance-v3.7,published,62.9760,67.9166,60.00,82.07,100.00,53.0303,54.1667,50.0000,False,52.0833,50.0000,54.1667,58.3333,56.2500,58.3333,54.1667,41.6667,6,758.664,2465546,1.897675,2026-09-17T23:41:02.174999+00:00,2026-09-17T23:53:40.851581+00:00,codex-cli 0.153.4,09e8f8b924c60e65ea6158790f56cb0c50640a1e8f361da63a02aa84e1c389c3
sol,low,legacy-stampcore-binary-parity,legacy-stampcore-binary-parity-81261311,code-quality-maintenance-v3.7,published,85.7506,89.6267,100.00,82.36,100.00,61.3636,56.2500,75.0000,False,52.0833,50.0000,54.1667,64.2857,60.4167,58.3333,62.5000,85.7143,9,296.714,874583,0.723100,2026-09-18T01:02:39.905897+00:00,2026-09-18T01:07:36.625531+00:00,codex-cli 0.153.4,5eba6f23c44c48e31673dbb1aa121a9e43150da3b37a5aff46b54c87dd0f209d
sol,low,legacy-tallycore-binary-parity,legacy-tallycore-binary-parity-c9149716,code-quality-maintenance-v3.7,published,88.5440,91.1218,100.00,80.35,100.00,70.3463,64.5833,85.7143,False,58.3333,50.0000,66.6667,85.7143,70.8333,66.6667,75.0000,85.7143,8,441.01,996264,0.971827,2026-09-18T00:43:18.739670+00:00,2026-09-18T00:50:39.754785+00:00,codex-cli 0.153.4,ac62993445e1d82faeb4764dc18c6974a192a1245be57c9acd648e1b3e512037
sol,low,legacy-vaultcore-binary-parity,legacy-vaultcore-binary-parity-d8367aa0,code-quality-maintenance-v3.7,published,76.0393,79.5368,77.78,84.11,100.00,65.1515,64.5833,66.6667,False,64.5833,58.3333,70.8333,58.3333,64.5833,62.5000,66.6667,75.0000,7,470.766,1101514,1.023954,2026-09-17T23:53:40.987306+00:00,2026-09-18T00:01:31.758173+00:00,codex-cli 0.153.4,c3c9574bce05f8126b3e696fd659bbee43de574b5b0899198c2c882b7b2493c3
sol,medium,legacy-blendcore-binary-parity,legacy-blendcore-binary-parity-d15ed653,code-quality-maintenance-v3.7,published,80.0232,81.9325,77.78,83.92,100.00,77.2727,78.1250,75.0000,False,79.1667,75.0000,83.3333,75.0000,77.0833,70.8333,83.3333,75.0000,7,557.437,1207288,1.126874,2026-09-18T04:37:06.380581+00:00,2026-09-18T04:46:23.823867+00:00,codex-cli 0.153.4,16f7754abfac465860ec02a2567a00e5f7e713b4323a6aac04b441f400d686a8
sol,medium,legacy-cellarcore-binary-parity,legacy-cellarcore-binary-parity-056ae47c,code-quality-maintenance-v3.7,published,67.6228,71.0007,64.29,76.21,100.00,62.1212,59.3750,69.4444,False,54.1667,54.1667,54.1667,66.6667,64.5833,62.5000,66.6667,72.2222,9,1167.204,4407533,3.110999,2026-09-18T05:36:20.832225+00:00,2026-09-18T05:55:48.042268+00:00,codex-cli 0.153.4,a2d2de764372f062b5fcff4ae9506d3d0febfdbd082160e2a256288fa1c5c619
sol,medium,legacy-codeccore-binary-parity,legacy-codeccore-binary-parity-29f4d910,code-quality-maintenance-v3.7,published,75.8263,77.5838,70.00,81.15,100.00,77.0563,69.7917,96.4286,False,72.9167,70.8333,75.0000,92.8571,66.6667,62.5000,70.8333,100.0000,7,431.698,1292637,1.033351,2026-09-18T03:19:18.482440+00:00,2026-09-18T03:26:30.186124+00:00,codex-cli 0.153.4,4eee96e720ca6ddcfe4b06368288a22a22e88f1cc479856f97af6e509348e584
sol,medium,legacy-depotcore-binary-parity,legacy-depotcore-binary-parity-4f731fe9,code-quality-maintenance-v3.7,published,84.1716,87.7539,100.00,73.06,100.00,58.9744,57.2917,63.4615,False,54.1667,50.0000,58.3333,57.6923,60.4167,62.5000,58.3333,69.2308,14,751.371,4196362,2.930328,2026-09-18T05:07:52.878562+00:00,2026-09-18T05:20:24.255987+00:00,codex-cli 0.153.4,8171a54f44f8c39afeb0fee8db27be53529b5f3c6aecc70fff0f649c0ff42b79
sol,medium,legacy-freightcore-binary-parity,legacy-freightcore-binary-parity-25cbc299,code-quality-maintenance-v3.7,published,88.8850,91.3924,100.00,81.00,100.00,71.2121,62.5000,94.4444,False,64.5833,54.1667,75.0000,100.0000,60.4167,58.3333,62.5000,88.8889,9,469.091,1677817,1.374442,2026-09-18T03:11:29.246775+00:00,2026-09-18T03:19:18.343904+00:00,codex-cli 0.153.4,ffcf94dc792063b670c8141c44c09f0420c7ce4d70476c108a27482e51961c3f
sol,medium,legacy-granarycore-binary-parity,legacy-granarycore-binary-parity-45f4ba25,code-quality-maintenance-v3.7,published,79.9201,82.9367,92.86,64.59,100.00,59.0909,56.2500,66.6667,False,56.2500,54.1667,58.3333,54.1667,56.2500,58.3333,54.1667,79.1667,13,954.182,5722827,3.597609,2026-09-18T04:51:58.545380+00:00,2026-09-18T05:07:52.734850+00:00,codex-cli 0.153.4,0b7417a0dd0735e3268b7ac455b810169de503b793dc83d0aeebe4e808d90a6e
sol,medium,legacy-hedgecore-binary-parity,legacy-hedgecore-binary-parity-fdc1620c,code-quality-maintenance-v3.7,published,88.8135,91.4112,100.00,81.63,100.00,70.8333,64.5833,87.5000,False,60.4167,58.3333,62.5000,87.5000,68.7500,66.6667,70.8333,87.5000,8,383.11,1272370,1.062635,2026-09-18T03:59:20.187174+00:00,2026-09-18T04:05:43.302943+00:00,codex-cli 0.153.4,475e2727373b96b2dd5f2fb050a5f8c624edd619518aad20a8e5d6a74cb1e5a5
sol,medium,legacy-lodgecore-binary-parity,legacy-lodgecore-binary-parity-9aa67a7e,code-quality-maintenance-v3.7,published,75.1029,77.4989,75.00,74.74,100.00,68.9394,66.6667,75.0000,False,64.5833,58.3333,70.8333,75.0000,68.7500,62.5000,75.0000,75.0000,9,2330.062,7817714,5.107166,2026-09-18T06:14:15.736048+00:00,2026-09-18T06:53:05.809987+00:00,codex-cli 0.153.4,ff6b1a82ccbd002cdd21097b93ad3a62d8524169018dd74a9ec2a2d2f2c41acc
sol,medium,legacy-matchcore-order-book-parity,legacy-matchcore-order-book-parity-1125587d,code-quality-maintenance-v3.7,published,88.4957,90.7054,100.00,76.42,100.00,71.2121,69.7917,75.0000,False,68.7500,58.3333,79.1667,72.2222,70.8333,66.6667,75.0000,77.7778,9,525.86,1201482,1.033570,2026-09-18T02:39:40.799333+00:00,2026-09-18T02:48:26.665018+00:00,codex-cli 0.153.4,c22e0367c9a5a4cb36322010070ee46fa6dcb583a90caea0e28b173605bcde18
sol,medium,legacy-metercore-binary-parity,legacy-metercore-binary-parity-5f8492bc,code-quality-maintenance-v3.7,published,76.8354,79.7415,77.78,81.29,100.00,68.2900,69.7917,64.2857,False,70.8333,62.5000,79.1667,64.2857,68.7500,62.5000,75.0000,64.2857,7,440.996,878457,0.851870,2026-09-18T03:04:08.099275+00:00,2026-09-18T03:11:29.101774+00:00,codex-cli 0.153.4,df2de6e8940357e3048742821a8d467a1f67d99f50c932296849fcf161a88941
sol,medium,legacy-pacecore-binary-parity,legacy-pacecore-binary-parity-b8fc4243,code-quality-maintenance-v3.7,published,89.7115,91.9406,100.00,81.48,100.00,73.5931,67.7083,89.2857,False,66.6667,58.3333,75.0000,100.0000,68.7500,66.6667,70.8333,78.5714,9,324.301,687552,0.682765,2026-09-18T04:31:41.939491+00:00,2026-09-18T04:37:06.245323+00:00,codex-cli 0.153.4,5b3618114d55e330dd03a4c8f2d89620e0cd4ed6360f1d99a4cbfdb2a3b5332a
sol,medium,legacy-paddockcore-binary-parity,legacy-paddockcore-binary-parity-60d860b2,code-quality-maintenance-v3.7,published,84.0845,86.8521,100.00,69.44,95.00,60.9307,58.3333,67.8571,False,52.0833,45.8333,58.3333,67.8571,64.5833,62.5000,66.6667,67.8571,15,1107.401,6797191,4.260914,2026-09-18T05:55:48.179460+00:00,2026-09-18T06:14:15.588458+00:00,codex-cli 0.153.4,db51a317ac14b806c3e8821d028ae66616638e66a96847253b7fc6e45338a497
sol,medium,legacy-payrollcore-binary-parity,legacy-payrollcore-binary-parity-c5e2f8a0,code-quality-maintenance-v3.7,published,87.6382,90.5827,100.00,80.45,100.00,67.5758,66.6667,70.0000,False,62.5000,58.3333,66.6667,65.0000,70.8333,62.5000,79.1667,75.0000,10,674.98,1726842,1.492546,2026-09-18T02:52:52.977509+00:00,2026-09-18T03:04:07.965079+00:00,codex-cli 0.153.4,fa794ba46f0a0bc1d8a8e455ceea3c559b368c50ae68ad1bd029901830547a48
sol,medium,legacy-qlite-store-parity,legacy-qlite-store-parity-baee846d,code-quality-maintenance-v3.7,published,78.3575,80.5242,77.78,79.87,100.00,73.2684,64.5833,96.4286,False,66.6667,58.3333,75.0000,100.0000,62.5000,54.1667,70.8333,92.8571,7,266.043,456125,0.510138,2026-09-18T02:48:26.801082+00:00,2026-09-18T02:52:52.848625+00:00,codex-cli 0.153.4,954c758bcfc576a003e8d681a839a174de12de3ea469b0f1414acd406d5da693
sol,medium,legacy-queuecore-binary-parity,legacy-queuecore-binary-parity-5a4d75f5,code-quality-maintenance-v3.7,published,85.1011,88.8116,100.00,78.08,100.00,60.4978,60.4167,60.7143,False,60.4167,50.0000,70.8333,64.2857,60.4167,54.1667,66.6667,57.1429,8,639.564,1031592,1.041315,2026-09-18T03:48:40.487828+00:00,2026-09-18T03:59:20.056447+00:00,codex-cli 0.153.4,cc1ee8eaf3f51f52d8069a1dc7e953c93866e03f256257566de39d6f1fad1111
sol,medium,legacy-quotacore-binary-parity,legacy-quotacore-binary-parity-9de78075,code-quality-maintenance-v3.7,published,80.7433,82.8614,80.00,84.48,100.00,75.9470,73.9583,81.2500,False,72.9167,66.6667,79.1667,87.5000,75.0000,75.0000,75.0000,75.0000,8,409.793,786077,0.774660,2026-09-18T03:26:30.314096+00:00,2026-09-18T03:33:20.111240+00:00,codex-cli 0.153.4,f9541072bc5aa292a7c5778944ca2804248a100cdd69c9f9dcc7b74a72908ad4
sol,medium,legacy-reflowcore-binary-parity,legacy-reflowcore-binary-parity-f15d645a,code-quality-maintenance-v3.7,published,85.4470,89.6288,100.00,84.25,100.00,59.9567,58.3333,64.2857,False,56.2500,54.1667,58.3333,57.1429,60.4167,62.5000,58.3333,71.4286,8,591.897,1310308,1.269603,2026-09-18T04:14:10.045800+00:00,2026-09-18T04:24:01.949788+00:00,codex-cli 0.153.4,da1838ad281274f07a38e84adafc4413db7e518a2a31adb185e05835cfd9cb22
sol,medium,legacy-schedcore-binary-parity,legacy-schedcore-binary-parity-ad7c0a09,code-quality-maintenance-v3.7,published,81.1827,84.1519,87.50,79.88,100.00,67.0996,70.8333,57.1429,False,70.8333,62.5000,79.1667,42.8571,70.8333,66.6667,75.0000,71.4286,7,506.452,814004,0.795667,2026-09-18T04:05:43.436974+00:00,2026-09-18T04:14:09.894579+00:00,codex-cli 0.153.4,3c001280635cd2b3ebec98aa756708ba4c30034ad5c3793212c113002bac4b6f
sol,medium,legacy-settlecore-binary-parity,legacy-settlecore-binary-parity-82a71779,code-quality-maintenance-v3.7,published,77.4806,80.2537,80.00,78.08,100.00,67.7083,70.8333,59.3750,False,68.7500,58.3333,79.1667,43.7500,72.9167,70.8333,75.0000,75.0000,8,1004.908,2828178,2.497278,2026-09-18T02:22:55.748697+00:00,2026-09-18T02:39:40.666032+00:00,codex-cli 0.153.4,f2d35cb486803ceddd0aeb34722d5178b81cc69af71460e1f04bfcc98cb2ecee
sol,medium,legacy-snapcore-binary-parity,legacy-snapcore-binary-parity-86b5fa06,code-quality-maintenance-v3.7,published,77.5049,80.6948,80.00,82.41,100.00,66.6667,63.5417,75.0000,False,60.4167,58.3333,62.5000,78.5714,66.6667,62.5000,70.8333,71.4286,8,337.697,1076499,0.976130,2026-09-18T03:33:20.277837+00:00,2026-09-18T03:38:57.979059+00:00,codex-cli 0.153.4,549d5c4c23730ef3335603714ab0cdc7962c9b52ab74f4c0193abe7ad1a91a2b
sol,medium,legacy-stampcore-binary-parity,legacy-stampcore-binary-parity-2c4067c0,code-quality-maintenance-v3.7,published,87.3510,90.5474,100.00,81.86,100.00,66.3420,60.4167,82.1429,False,58.3333,50.0000,66.6667,78.5714,62.5000,54.1667,70.8333,85.7143,9,334.446,1309327,1.040326,2026-09-18T04:46:23.961482+00:00,2026-09-18T04:51:58.413221+00:00,codex-cli 0.153.4,2b6d331c9a08b8ece171070d17d711116f57a32252ca404ba00b564914a3bbe4
sol,medium,legacy-tallycore-binary-parity,legacy-tallycore-binary-parity-19c3872d,code-quality-maintenance-v3.7,published,86.4428,89.9793,100.00,81.68,100.00,63.6364,59.3750,75.0000,False,58.3333,58.3333,58.3333,64.2857,60.4167,62.5000,58.3333,85.7143,8,459.715,1456780,1.296928,2026-09-18T04:24:02.081415+00:00,2026-09-18T04:31:41.802562+00:00,codex-cli 0.153.4,a35d374ebfc34fd7b3923686eb6f34431dfa9b4d56f580b736b9925d03edc31a
sol,medium,legacy-vaultcore-binary-parity,legacy-vaultcore-binary-parity-e80e275c,code-quality-maintenance-v3.7,published,92.1425,93.7065,100.00,84.45,100.00,80.1948,78.1250,85.7143,False,79.1667,79.1667,79.1667,85.7143,77.0833,75.0000,79.1667,85.7143,9,582.247,1970963,1.582345,2026-09-18T03:38:58.103295+00:00,2026-09-18T03:48:40.357911+00:00,codex-cli 0.153.4,b004c4f7773f12dd065480ce0c31bf440a3c35fdc78906e61a6197ffab2c31dd
sol,high,legacy-blendcore-binary-parity,legacy-blendcore-binary-parity-3817276b,code-quality-maintenance-v3.7,published,86.2732,89.8971,100.00,81.89,100.00,63.0682,65.6250,56.2500,False,64.5833,50.0000,79.1667,62.5000,66.6667,58.3333,75.0000,50.0000,9,424.652,962074,1.011070,2026-09-18T08:51:27.085534+00:00,2026-09-18T08:58:31.743343+00:00,codex-cli 0.153.4,230114f022e1acd2277ebb6c4b0d64cca48e7d76b47380f065218acb9f92e221
sol,high,legacy-cellarcore-binary-parity,legacy-cellarcore-binary-parity-55472977,code-quality-maintenance-v3.7,published,72.6519,76.6802,78.57,74.37,100.00,56.1983,50.0000,72.7273,False,45.8333,41.6667,50.0000,72.7273,54.1667,54.1667,54.1667,72.7273,11,3923.213,17532511,10.853631,2026-09-18T09:37:21.130354+00:00,2026-09-18T10:42:44.367060+00:00,codex-cli 0.153.4,2d1798346185f3e33868c2aad7df309c0786786c6584b9421a6343a1eb0479bf
sol,high,legacy-codeccore-binary-parity,legacy-codeccore-binary-parity-8318982d,code-quality-maintenance-v3.7,published,76.0372,77.7490,70.00,81.53,100.00,77.5974,71.8750,92.8571,False,75.0000,66.6667,83.3333,92.8571,68.7500,62.5000,75.0000,92.8571,7,451.929,1172308,1.099546,2026-09-18T07:37:27.065228+00:00,2026-09-18T07:44:59.000259+00:00,codex-cli 0.153.4,f777597f6a281fa891d561855c9637b0eaf3f9072f69c6a2a68318161d2f0fc5
sol,high,legacy-depotcore-binary-parity,legacy-depotcore-binary-parity-4dbc69cc,code-quality-maintenance-v3.7,published,86.5898,89.1692,100.00,72.55,100.00,66.4336,62.5000,76.9231,False,62.5000,62.5000,62.5000,69.2308,62.5000,70.8333,54.1667,84.6154,14,1221.742,4359387,3.209494,2026-09-18T09:02:35.559485+00:00,2026-09-18T09:22:57.308247+00:00,codex-cli 0.153.4,b9b645877b1189c542548b2b209476b3c5cb24df4ada8bafdba859943e7822ec
sol,high,legacy-freightcore-binary-parity,legacy-freightcore-binary-parity-3d7eebc9,code-quality-maintenance-v3.7,published,89.7473,91.7555,100.00,79.38,100.00,74.2424,64.5833,100.0000,False,62.5000,54.1667,70.8333,100.0000,66.6667,58.3333,75.0000,100.0000,9,384.589,745209,0.835166,2026-09-18T07:31:02.345677+00:00,2026-09-18T07:37:26.939761+00:00,codex-cli 0.153.4,401038413134fbfe160bf82370ca2f7b670e3765c60078a66339c22e324b898f
sol,high,legacy-granarycore-binary-parity,legacy-granarycore-binary-parity-a528b6f6,code-quality-maintenance-v3.7,published,83.0490,85.9064,100.00,61.21,100.00,58.6247,51.0417,78.8462,False,45.8333,41.6667,50.0000,76.9231,56.2500,50.0000,62.5000,80.7692,14,852.52,6641927,4.122834,2026-09-18T11:20:29.755346+00:00,2026-09-18T11:34:42.281869+00:00,codex-cli 0.153.4,c29397ed48ab056c0b9cd72c0cc028657742c0d5b064916db7536bd47ce3f16e
sol,high,legacy-hedgecore-binary-parity,legacy-hedgecore-binary-parity-b304676c,code-quality-maintenance-v3.7,published,75.9887,78.7310,75.00,81.80,100.00,69.8052,62.5000,89.2857,False,62.5000,66.6667,58.3333,85.7143,62.5000,62.5000,62.5000,92.8571,6,569.198,1710903,1.405986,2026-09-18T08:16:21.709877+00:00,2026-09-18T08:25:50.914099+00:00,codex-cli 0.153.4,e6ee4a5ab206b72708ba9e41b5d651125a8eaac957491a246f3f68d7f350618a
sol,high,legacy-lodgecore-binary-parity,legacy-lodgecore-binary-parity-efd32fc9,code-quality-maintenance-v3.7,published,86.8614,89.4539,100.00,73.77,100.00,66.9421,56.2500,95.4545,False,54.1667,54.1667,54.1667,100.0000,58.3333,58.3333,58.3333,90.9091,12,863.495,5466226,3.493112,2026-09-18T09:22:57.443708+00:00,2026-09-18T09:37:20.947186+00:00,codex-cli 0.153.4,abac9d8eee7f4cd9080825c1dd93ce4a5e27828f2ef42e9f8d101779326c7b0a
sol,high,legacy-matchcore-order-book-parity,legacy-matchcore-order-book-parity-2f86aab5,code-quality-maintenance-v3.7,published,88.5646,90.5374,100.00,74.29,100.00,71.9697,69.7917,77.7778,False,68.7500,62.5000,75.0000,77.7778,70.8333,66.6667,75.0000,77.7778,9,423.988,1160041,1.077550,2026-09-18T07:01:51.661988+00:00,2026-09-18T07:08:55.655073+00:00,codex-cli 0.153.4,7e9cd0d30e13dc6a1d80b71ae2054b17d1eda89e0284c573265da1610eb596e6
