model,effort,task,run_id,combined_33,combined_20_profile,functional_pct,automated_quality_pct,security_pct,code_quality,reviewed_score,intent_recovery,intent_recovery_redistributed,muse_reviewed,muse_readability,muse_maintainability,muse_intent_recovery,grok_reviewed,grok_readability,grok_maintainability,grok_intent_recovery,passed_quirk_families,duration_s,raw_tokens,estimated_usd,started_at,finished_at,solver_cli_version,evidence_sha256
terra,medium,legacy-cellarcore-binary-parity,legacy-cellarcore-binary-parity-79d9a153,34.5806,38.3730,0.00,76.83,100.00,59.2424,64.5833,45.0000,False,56.2500,54.1667,58.3333,40.0000,72.9167,75.0000,70.8333,50.0000,5,620.029,2636819,1.101493,2026-09-14T16:06:23.794411+00:00,2026-09-14T16:16:43.831411+00:00,codex-cli 0.153.4,6db668717edd4c11f1e6f79fa46c8f7b84fcd52423bba618e3ed15bd42fbd971
terra,medium,legacy-codeccore-binary-parity,legacy-codeccore-binary-parity-2b39438d,66.7441,68.3675,50.00,83.46,100.00,79.2424,77.0833,85.0000,False,79.1667,79.1667,79.1667,80.0000,75.0000,70.8333,79.1667,90.0000,5,490.19,1760318,0.720534,2026-09-14T14:07:58.542557+00:00,2026-09-14T14:16:08.738962+00:00,codex-cli 0.153.4,0f3be58e5fed6c6d4e42d599f5fa267c7d10d9917d8b8ccc4bebe50c1fecc297
terra,medium,legacy-depotcore-binary-parity,legacy-depotcore-binary-parity-a90010c9,66.4602,68.9932,57.14,77.28,100.00,69.1558,75.0000,53.5714,False,79.1667,75.0000,83.3333,42.8571,70.8333,70.8333,70.8333,64.2857,8,527.967,1295890,0.712988,2026-09-14T15:50:07.064489+00:00,2026-09-14T15:58:55.036091+00:00,codex-cli 0.153.4,01400e01b2d64c46c412c4a43b11265f5d2e841655bb989c960d78049932cb42
terra,medium,legacy-freightcore-binary-parity,legacy-freightcore-binary-parity-d63a286a,91.0677,92.9270,100.00,83.15,100.00,77.2727,68.7500,100.0000,False,70.8333,70.8333,70.8333,100.0000,66.6667,62.5000,70.8333,100.0000,9,386.299,867250,0.497811,2026-09-14T14:01:32.100372+00:00,2026-09-14T14:07:58.407163+00:00,codex-cli 0.153.4,6b1f68d6854aaec591bab802b6b522b0a0e7b6a0980e56dc6789e848b7f58561
terra,medium,legacy-granarycore-binary-parity,legacy-granarycore-binary-parity-1f00a5fe,52.4161,54.2022,28.57,70.66,100.00,71.5909,65.6250,87.5000,False,58.3333,58.3333,58.3333,87.5000,72.9167,70.8333,75.0000,87.5000,4,403.074,1263656,0.568366,2026-09-14T15:43:23.851469+00:00,2026-09-14T15:50:06.929275+00:00,codex-cli 0.153.4,5e0bd89d4268e315666c0a342683de73e5e0935cdfad674a47e9809a275f295a
terra,medium,legacy-hedgecore-binary-parity,legacy-hedgecore-binary-parity-53af9172,70.1315,72.9259,62.50,83.90,100.00,70.4545,71.8750,66.6667,False,72.9167,75.0000,70.8333,66.6667,70.8333,70.8333,70.8333,66.6667,5,431.861,1128716,0.555176,2026-09-14T14:52:34.271644+00:00,2026-09-14T14:59:46.137456+00:00,codex-cli 0.153.4,51f627e7dd84219356e6a2696e57352d1b7bc6fedd1084b09365f4cffb8333f5
terra,medium,legacy-lodgecore-binary-parity,legacy-lodgecore-binary-parity-1ede0908,34.5076,38.3022,0.00,76.56,100.00,59.0909,62.5000,50.0000,False,56.2500,58.3333,54.1667,50.0000,68.7500,70.8333,66.6667,50.0000,1,448.491,1437877,0.703136,2026-09-14T15:58:55.164859+00:00,2026-09-14T16:06:23.660695+00:00,codex-cli 0.153.4,af3defc71b5557bad3ae1f07d7c7b0bc661d52b545b7e01f6f319b2ca635810e
terra,medium,legacy-matchcore-order-book-parity,legacy-matchcore-order-book-parity-1908fb86,88.4981,90.9994,100.00,79.39,100.00,70.4545,68.7500,75.0000,False,68.7500,66.6667,70.8333,72.2222,68.7500,70.8333,66.6667,77.7778,9,338.794,1181305,0.537788,2026-09-14T13:33:56.557499+00:00,2026-09-14T13:39:35.356373+00:00,codex-cli 0.153.4,862c4e749a1b49a0bf7199a6fc9c8379880d185e63214a590103914eefd43104
terra,medium,legacy-metercore-binary-parity,legacy-metercore-binary-parity-d21fee13,71.0151,74.0493,66.67,81.53,100.00,67.4242,61.4583,83.3333,False,60.4167,62.5000,58.3333,75.0000,62.5000,58.3333,66.6667,91.6667,6,554.608,1356168,0.693485,2026-09-14T13:52:17.332635+00:00,2026-09-14T14:01:31.947517+00:00,codex-cli 0.153.4,fe3284bf248bf83f1d90f810adb283e78511e7d01601953566684747b7adfdc7
terra,medium,legacy-pacecore-binary-parity,legacy-pacecore-binary-parity-e25fa664,42.1764,43.6669,0.00,83.84,100.00,80.4545,75.0000,95.0000,False,77.0833,70.8333,83.3333,100.0000,72.9167,70.8333,75.0000,90.0000,6,579.483,1622303,0.766035,2026-09-14T15:24:46.936954+00:00,2026-09-14T15:34:26.424781+00:00,codex-cli 0.153.4,143bec08f9695be3d93ea9bd59a8b17392f516a64ac3b555e979c52305e93629
terra,medium,legacy-paddockcore-binary-parity,legacy-paddockcore-binary-parity-c5fbf211,50.4164,54.1395,33.33,72.81,100.00,57.7652,58.3333,56.2500,False,50.0000,45.8333,54.1667,62.5000,66.6667,62.5000,70.8333,50.0000,5,512.05,1558499,0.769204,2026-09-14T16:16:43.964000+00:00,2026-09-14T16:25:16.019691+00:00,codex-cli 0.153.4,7981069891fb42d7fceb34db1b458f10212c4c904006a31798c6f1ec81dbd5b8
terra,medium,legacy-payrollcore-binary-parity,legacy-payrollcore-binary-parity-a34fbddb,78.3153,80.9664,80.00,80.18,100.00,69.6970,67.7083,75.0000,False,70.8333,62.5000,79.1667,75.0000,64.5833,62.5000,66.6667,75.0000,8,461.232,2019422,0.788484,2026-09-14T13:44:35.948329+00:00,2026-09-14T13:52:17.186931+00:00,codex-cli 0.153.4,8b0f3c316a710aaaccb401cd1fbac517f1b1e63d3be08f47eed0de2e9d593e3f
terra,medium,legacy-qlite-store-parity,legacy-qlite-store-parity-502e2b2f,71.6893,74.5151,66.67,82.11,100.00,69.3182,68.7500,70.8333,False,70.8333,62.5000,79.1667,66.6667,66.6667,58.3333,75.0000,75.0000,6,300.254,664889,0.406893,2026-09-14T13:39:35.492523+00:00,2026-09-14T13:44:35.752510+00:00,codex-cli 0.153.4,0157407898275b002c9c63db1c5f67a85d2878c19397704b3a2635a04520b4b5
terra,medium,legacy-queuecore-binary-parity,legacy-queuecore-binary-parity-5a3b5db1,70.4870,72.9739,62.50,82.20,100.00,71.9697,70.8333,75.0000,False,70.8333,66.6667,75.0000,60.0000,70.8333,66.6667,75.0000,90.0000,5,711.748,2175552,0.971053,2026-09-14T14:40:42.386969+00:00,2026-09-14T14:52:34.141661+00:00,codex-cli 0.153.4,5021bd9cb781cb8ebf37d91d26f2bc92290aa4049c956810f7faa70f1eb2df27
terra,medium,legacy-quotacore-binary-parity,legacy-quotacore-binary-parity-66281e9c,82.2052,83.8843,80.00,85.87,100.00,80.0189,76.0417,90.6250,False,77.0833,75.0000,79.1667,100.0000,75.0000,70.8333,79.1667,81.2500,8,484.098,1192787,0.667565,2026-09-14T14:16:08.878681+00:00,2026-09-14T14:24:12.980680+00:00,codex-cli 0.153.4,36b8ee33f975d85044a356f4f682ec648924dbd7800a2bcef8fd3cfd66377445
terra,medium,legacy-reflowcore-binary-parity,legacy-reflowcore-binary-parity-cb719560,75.1162,78.3913,75.00,83.72,100.00,66.6667,66.6667,66.6667,False,60.4167,62.5000,58.3333,66.6667,72.9167,70.8333,75.0000,66.6667,6,524.418,1600417,0.792295,2026-09-14T15:05:20.603214+00:00,2026-09-14T15:14:05.027245+00:00,codex-cli 0.153.4,e8e42758ecc226b6969d53e5234c2b2665d7cc915dbc29e962703b87ed837685
terra,medium,legacy-schedcore-binary-parity,legacy-schedcore-binary-parity-ff5384fa,86.6920,89.9225,100.00,79.57,100.00,64.9351,62.5000,71.4286,False,60.4167,54.1667,66.6667,64.2857,64.5833,58.3333,70.8333,78.5714,8,334.201,1042109,0.525719,2026-09-14T14:59:46.259941+00:00,2026-09-14T15:05:20.465512+00:00,codex-cli 0.153.4,03870227888242dde460187812846a6488bdc6e57f759a45ef5f9d5c16f04293
terra,medium,legacy-settlecore-binary-parity,legacy-settlecore-binary-parity-b103d8a6,42.8178,43.6982,0.00,80.21,100.00,83.3333,77.0833,100.0000,False,81.2500,75.0000,87.5000,100.0000,72.9167,70.8333,75.0000,100.0000,1,592.097,2650110,1.008170,2026-09-14T13:24:04.307754+00:00,2026-09-14T13:33:56.412519+00:00,codex-cli 0.153.4,b0ef842716c93e2eb70f9efe800a9c308abcb4a7918c61b367c16adfd0e88563
terra,medium,legacy-snapcore-binary-parity,legacy-snapcore-binary-parity-29a3014e,65.1291,67.4872,50.00,84.46,100.00,74.0909,81.2500,55.0000,False,79.1667,83.3333,75.0000,50.0000,83.3333,83.3333,83.3333,60.0000,5,553.986,1226584,0.662645,2026-09-14T14:24:13.107903+00:00,2026-09-14T14:33:27.100215+00:00,codex-cli 0.153.4,32e11e3454a1d0e1c5871be1cc96a7f328ee662ea6fc3043f021d0a581ee221a
terra,medium,legacy-stampcore-binary-parity,legacy-stampcore-binary-parity-6f479969,87.7625,90.8185,100.00,82.08,100.00,67.5325,59.3750,89.2857,False,56.2500,54.1667,58.3333,85.7143,62.5000,62.5000,62.5000,92.8571,9,250.907,714111,0.382946,2026-09-14T15:39:12.808936+00:00,2026-09-14T15:43:23.718576+00:00,codex-cli 0.153.4,64195fea03dddaad4d2a8b0fafbae74fd432f0a4b6b6e623b4a5600c0bfe78a8
terra,medium,legacy-tallycore-binary-parity,legacy-tallycore-binary-parity-b30e92de,38.8135,41.5559,0.00,83.10,100.00,70.4545,59.3750,100.0000,False,56.2500,66.6667,45.8333,100.0000,62.5000,66.6667,58.3333,100.0000,1,641.616,1623578,0.826494,2026-09-14T15:14:05.185613+00:00,2026-09-14T15:24:46.806631+00:00,codex-cli 0.153.4,9c214c24f7015419f5623afa7a7e3e464a80ae686e603adf0d826969656e1f77
terra,medium,legacy-vaultcore-binary-parity,legacy-vaultcore-binary-parity-fde9b7b4,71.5500,72.5792,55.56,85.53,100.00,84.8485,82.2917,91.6667,False,83.3333,79.1667,87.5000,83.3333,81.2500,79.1667,83.3333,100.0000,5,434.981,1387477,0.621734,2026-09-14T14:33:27.240413+00:00,2026-09-14T14:40:42.227404+00:00,codex-cli 0.153.4,212df6f2171bfc991c25b0ca618966c67902000a39e7940e7c3cf5412f9b9a12
terra,high,legacy-blendcore-binary-parity,legacy-blendcore-binary-parity-c40733f8,90.2023,92.4498,100.00,83.63,100.00,74.5265,80.2083,59.3750,False,83.3333,79.1667,87.5000,56.2500,77.0833,70.8333,83.3333,62.5000,9,451.7,1399665,0.647885,2026-09-14T19:27:54.367419+00:00,2026-09-14T19:35:26.070825+00:00,codex-cli 0.153.4,74d451031696781fc18e21909c4d033bb4f69f042a14812e0868e8552715ddf8
terra,high,legacy-cellarcore-binary-parity,legacy-cellarcore-binary-parity-e27ea2fa,69.9644,72.4898,64.29,76.92,100.00,69.0341,65.6250,78.1250,False,64.5833,62.5000,66.6667,68.7500,66.6667,66.6667,66.6667,87.5000,9,1131.428,7575051,2.479502,2026-09-14T20:43:05.263527+00:00,2026-09-14T21:01:56.699464+00:00,codex-cli 0.153.4,e6d763585ab6d97886bec36ee6a45f972959a079d1b241908b5336669f89b63d
terra,high,legacy-codeccore-binary-parity,legacy-codeccore-binary-parity-af43aa16,71.8841,73.2091,60.00,80.99,100.00,80.3030,76.0417,91.6667,False,81.2500,79.1667,83.3333,91.6667,70.8333,66.6667,75.0000,91.6667,6,404.883,1097419,0.583764,2026-09-14T17:31:56.793566+00:00,2026-09-14T17:38:41.681184+00:00,codex-cli 0.153.4,a17bdd551f1e8ac42f0b8615887b0d66cbc166e062df76ac8b63fe8372eb4a34
terra,high,legacy-depotcore-binary-parity,legacy-depotcore-binary-parity-f1474333,66.2740,68.7474,57.14,75.93,100.00,68.9394,66.6667,75.0000,False,64.5833,66.6667,62.5000,68.7500,68.7500,70.8333,66.6667,81.2500,8,887.74,5594329,1.874533,2026-09-14T20:07:27.242518+00:00,2026-09-14T20:22:14.988585+00:00,codex-cli 0.153.4,cbb768db5c046996b247e9b6ac492c551624ee23f7dc35bd7e76afeddd9c86e7
terra,high,legacy-freightcore-binary-parity,legacy-freightcore-binary-parity-af645d10,90.7047,92.5760,100.00,81.82,100.00,76.5152,67.7083,100.0000,False,68.7500,66.6667,70.8333,100.0000,66.6667,62.5000,70.8333,100.0000,9,873.335,2658497,1.218736,2026-09-14T17:17:23.324349+00:00,2026-09-14T17:31:56.665329+00:00,codex-cli 0.153.4,bd8d1ac12054ece852071d5877ca6a6de10fab8c053e7d53a5bc7084b76bb57e
terra,high,legacy-granarycore-binary-parity,legacy-granarycore-binary-parity-3b563f79,68.1478,70.4788,64.29,67.68,100.00,65.9091,58.3333,86.1111,False,47.9167,45.8333,50.0000,83.3333,68.7500,70.8333,66.6667,88.8889,9,1156.121,6336378,2.259863,2026-09-14T19:48:10.980826+00:00,2026-09-14T20:07:27.108385+00:00,codex-cli 0.153.4,5c21e07a927c097403839181aa95b9bd2b088a87c6f198169c1d47ff799b3fef
terra,high,legacy-hedgecore-binary-parity,legacy-hedgecore-binary-parity-c57d272a,91.3018,93.0866,100.00,83.33,100.00,77.9356,80.2083,71.8750,False,77.0833,70.8333,83.3333,75.0000,83.3333,83.3333,83.3333,68.7500,8,763.884,2527549,1.094318,2026-09-14T18:25:20.770391+00:00,2026-09-14T18:38:04.660867+00:00,codex-cli 0.153.4,9c1d3589f6e2c902254caf1afe8352cd47a1eb31147e24c7b4fb33506bbe5f96
terra,high,legacy-lodgecore-binary-parity,legacy-lodgecore-binary-parity-ded48f08,89.1450,91.0349,100.00,75.77,100.00,73.3471,71.8750,77.2727,False,79.1667,79.1667,79.1667,81.8182,64.5833,66.6667,62.5000,72.7273,12,1249.978,7001297,2.386961,2026-09-14T20:22:15.118785+00:00,2026-09-14T20:43:05.105984+00:00,codex-cli 0.153.4,89156d61945e098f73448e101e7a648f3f756b40635c8a3ae6566948fde39602
terra,high,legacy-matchcore-order-book-parity,legacy-matchcore-order-book-parity-64c0df7b,40.9616,42.4501,0.00,78.96,100.00,78.0303,79.1667,75.0000,False,77.0833,79.1667,75.0000,50.0000,81.2500,79.1667,83.3333,100.0000,1,767.122,2294159,1.072025,2026-09-14T16:33:11.158453+00:00,2026-09-14T16:45:58.286825+00:00,codex-cli 0.153.4,ee7c99fed0506b98eb71b16958a00a3c9f050cfa49e0353ead71c0389d9cd7c8
terra,high,legacy-metercore-binary-parity,legacy-metercore-binary-parity-401659f5,87.9850,91.0715,100.00,83.28,100.00,67.8977,68.7500,65.6250,False,70.8333,66.6667,75.0000,68.7500,66.6667,62.5000,70.8333,62.5000,9,632.131,1765328,0.871662,2026-09-14T17:06:51.051351+00:00,2026-09-14T17:17:23.188570+00:00,codex-cli 0.153.4,eef488b79862e9747bfd6cfbbd4084ad5d19c21bf4afae36682f66e21a4ce468
terra,high,legacy-pacecore-binary-parity,legacy-pacecore-binary-parity-d6330997,91.3773,93.0595,100.00,82.59,100.00,78.3550,72.9167,92.8571,False,72.9167,70.8333,75.0000,100.0000,72.9167,70.8333,75.0000,85.7143,9,467.878,958551,0.560249,2026-09-14T19:20:06.357604+00:00,2026-09-14T19:27:54.240779+00:00,codex-cli 0.153.4,4bbc14429826bbf8a6380585068023a0288dfeca7af7c038c44c4bf546f175f0
terra,high,legacy-paddockcore-binary-parity,legacy-paddockcore-binary-parity-55c9f4d4,47.9703,50.0679,20.00,73.18,100.00,70.4545,68.7500,75.0000,False,64.5833,62.5000,66.6667,83.3333,72.9167,70.8333,75.0000,66.6667,3,778.001,2323092,1.145187,2026-09-14T21:01:56.832298+00:00,2026-09-14T21:14:54.838477+00:00,codex-cli 0.153.4,befbba65cd4b7b6a296ed6074ac8a3c623fd053820e7d9144b18e22563855f1c
terra,high,legacy-payrollcore-binary-parity,legacy-payrollcore-binary-parity-e4c142ab,82.9650,85.6379,90.00,79.00,100.00,68.9394,67.7083,72.2222,False,68.7500,62.5000,75.0000,72.2222,66.6667,66.6667,66.6667,72.2222,9,838.613,2111539,1.125734,2026-09-14T16:52:52.283114+00:00,2026-09-14T17:06:50.903116+00:00,codex-cli 0.153.4,696c25f124c02ad97944bca29f921b7a5c23badd132db6d3f3f47f9189340c41
terra,high,legacy-qlite-store-parity,legacy-qlite-store-parity-82ec6dab,91.3000,92.7576,100.00,80.00,100.00,78.7879,76.0417,86.1111,False,77.0833,70.8333,83.3333,88.8889,75.0000,66.6667,83.3333,83.3333,9,413.713,845315,0.505111,2026-09-14T16:45:58.419249+00:00,2026-09-14T16:52:52.138200+00:00,codex-cli 0.153.4,8f1a690c3d4274f71f92ac4900f728328adaa46ef73847bc385f6dc8e62f156e
terra,high,legacy-queuecore-binary-parity,legacy-queuecore-binary-parity-752dfad1,65.9607,70.2002,62.50,81.89,100.00,58.3333,61.4583,50.0000,False,62.5000,54.1667,70.8333,50.0000,60.4167,54.1667,66.6667,50.0000,5,1281.497,5043769,1.886761,2026-09-14T18:03:59.133701+00:00,2026-09-14T18:25:20.639518+00:00,codex-cli 0.153.4,b20e3644ec1833ced1a91907e7febc46c48deaafc9feb95c32b3e0256cdb6222
terra,high,legacy-quotacore-binary-parity,legacy-quotacore-binary-parity-33f4f68b,90.4019,92.6210,100.00,84.14,100.00,75.0000,69.7917,88.8889,False,68.7500,70.8333,66.6667,88.8889,70.8333,70.8333,70.8333,88.8889,10,402.162,1026155,0.544231,2026-09-14T17:38:41.817574+00:00,2026-09-14T17:45:23.983492+00:00,codex-cli 0.153.4,c79acb48b602b0dec3d40be6cb31d5bf6c20938c9be60169f8b7749d130a4326
terra,high,legacy-reflowcore-binary-parity,legacy-reflowcore-binary-parity-eb0647fe,88.8391,91.3114,100.00,80.46,100.00,71.2121,69.7917,75.0000,False,70.8333,75.0000,66.6667,57.1429,68.7500,70.8333,66.6667,92.8571,8,822.039,2252225,1.046175,2026-09-14T18:47:13.994286+00:00,2026-09-14T19:00:56.037718+00:00,codex-cli 0.153.4,665bd3c21540954484f09e99c1bb6a6590dd586adff0642e7a2c559513367feb
terra,high,legacy-schedcore-binary-parity,legacy-schedcore-binary-parity-db09fd35,42.0573,43.1525,0.00,79.35,100.00,81.2500,81.2500,,True,81.2500,75.0000,87.5000,,81.2500,75.0000,87.5000,,0,549.066,1402837,0.758841,2026-09-14T18:38:04.798825+00:00,2026-09-14T18:47:13.869821+00:00,codex-cli 0.153.4,8e9100eb3a4e9ff2c24b30d4a42f675fe3e73a351f4ffdd5596de7e1ef20e446
terra,high,legacy-settlecore-binary-parity,legacy-settlecore-binary-parity-ba98efbb,60.1698,60.2418,30.00,81.41,100.00,90.1515,86.4583,100.0000,False,87.5000,83.3333,91.6667,100.0000,85.4167,87.5000,83.3333,100.0000,3,472.399,1183757,0.612050,2026-09-14T16:25:18.621411+00:00,2026-09-14T16:33:11.026099+00:00,codex-cli 0.153.4,d8fa6a220ca99f4e9b888938e62b7a4df6c02025aa5cbf6c2ca35ff82ddffea5
terra,high,legacy-snapcore-binary-parity,legacy-snapcore-binary-parity-f2b26abd,88.4984,91.3620,100.00,83.07,100.00,69.5076,69.7917,68.7500,False,70.8333,75.0000,66.6667,68.7500,68.7500,70.8333,66.6667,68.7500,10,645.071,2093222,0.913421,2026-09-14T17:45:24.123772+00:00,2026-09-14T17:56:09.202679+00:00,codex-cli 0.153.4,dd42c0eac4419e6c2c12787af347f5f5529635ba7d2f1297ec35cddd7c745e84
terra,high,legacy-stampcore-binary-parity,legacy-stampcore-binary-parity-4f665484,76.7724,79.8166,77.78,82.44,100.00,67.8030,66.6667,70.8333,False,62.5000,62.5000,62.5000,58.3333,70.8333,62.5000,79.1667,83.3333,7,764.625,2260314,1.032448,2026-09-14T19:35:26.207403+00:00,2026-09-14T19:48:10.839778+00:00,codex-cli 0.153.4,8ec410f124087ffee86407c89569d6489518270838ef4fdcee3ce6f513e8e96d
terra,high,legacy-tallycore-binary-parity,legacy-tallycore-binary-parity-fea2554c,76.0516,78.8834,75.00,82.96,100.00,69.6970,67.7083,75.0000,False,70.8333,70.8333,70.8333,83.3333,64.5833,62.5000,66.6667,66.6667,6,1150.047,4692155,1.911233,2026-09-14T19:00:56.174119+00:00,2026-09-14T19:20:06.228447+00:00,codex-cli 0.153.4,645d893c65bc6539d104157eeb47ba377f16656c1c09188cfd15f1c64555bee5
terra,high,legacy-vaultcore-binary-parity,legacy-vaultcore-binary-parity-1145d1fb,94.6884,95.3440,100.00,85.41,100.00,87.6623,84.3750,96.4286,False,81.2500,79.1667,83.3333,92.8571,87.5000,83.3333,91.6667,100.0000,9,469.592,1350535,0.685699,2026-09-14T17:56:09.337567+00:00,2026-09-14T18:03:58.934791+00:00,codex-cli 0.153.4,c68de5c41ac6078b049511d27e569e159da55da1c1d06e80260cc318b1f227d2
terra,extra-high,legacy-blendcore-binary-parity,legacy-blendcore-binary-parity-21659ff7,84.4635,86.6376,88.89,82.15,100.00,74.3506,78.1250,64.2857,False,81.2500,75.0000,87.5000,64.2857,75.0000,66.6667,83.3333,64.2857,8,727.262,2475200,1.157908,2026-09-15T00:27:57.824656+00:00,2026-09-15T00:40:05.092763+00:00,codex-cli 0.153.4,b5d619d9d43d79005cc885d54fb7a20ce19b6672abbae18609e5323e2783d592
terra,extra-high,legacy-cellarcore-binary-parity,legacy-cellarcore-binary-parity-bc74353b,82.6081,85.5802,92.86,74.89,100.00,64.5833,64.5833,64.5833,False,60.4167,54.1667,66.6667,62.5000,68.7500,66.6667,70.8333,66.6667,13,2469.744,22737343,6.339016,2026-09-15T03:17:27.990089+00:00,2026-09-15T03:58:37.750317+00:00,codex-cli 0.153.4,036e153b854394b3a84fbbb05ee1bf13393f50884d1af7f3c1ab309a5cd9f065
terra,extra-high,legacy-codeccore-binary-parity,legacy-codeccore-binary-parity-d9c3a623,72.3943,73.6749,60.00,82.58,100.00,81.4394,76.0417,95.8333,False,81.2500,79.1667,83.3333,91.6667,70.8333,66.6667,75.0000,100.0000,6,422.634,757649,0.516264,2026-09-14T22:12:21.831036+00:00,2026-09-14T22:19:24.470088+00:00,codex-cli 0.153.4,632ef7b355e47f9f0c00d2d48b0a60d3d61e05ab387205ae81a54fd39d102a0d
terra,extra-high,legacy-depotcore-binary-parity,legacy-depotcore-binary-parity-1b0833fd,86.4420,89.3318,100.00,75.11,100.00,65.3263,64.5833,67.3077,False,62.5000,66.6667,58.3333,69.2308,66.6667,70.8333,62.5000,65.3846,14,1324.617,6270602,2.401231,2026-09-15T01:18:17.625286+00:00,2026-09-15T01:40:22.249265+00:00,codex-cli 0.153.4,5de82fd5f9fba069ee38feee09d131dba37b1470e1165737d5ff89f804f21ff9
terra,extra-high,legacy-freightcore-binary-parity,legacy-freightcore-binary-parity-560f8949,80.1136,81.8386,77.78,82.41,100.00,77.9356,70.8333,96.8750,False,70.8333,62.5000,79.1667,93.7500,70.8333,66.6667,75.0000,100.0000,7,512.953,878773,0.633435,2026-09-14T22:03:48.729315+00:00,2026-09-14T22:12:21.687389+00:00,codex-cli 0.153.4,7585d81e5cdca94c5b6812d1ebbbc4265744b555f283d874e3a2552224654833
terra,extra-high,legacy-granarycore-binary-parity,legacy-granarycore-binary-parity-bf96f7f1,80.4023,83.0635,92.86,62.91,100.00,60.9848,51.0417,87.5000,False,45.8333,37.5000,54.1667,87.5000,56.2500,50.0000,62.5000,87.5000,13,1816.03,12603333,3.975104,2026-09-15T00:48:01.429396+00:00,2026-09-15T01:18:17.467800+00:00,codex-cli 0.153.4,211004739338bcdf36f3f93773224f3352506574a6f041b978cae87f43b07c9d
terra,extra-high,legacy-hedgecore-binary-parity,legacy-hedgecore-binary-parity-ffcf6d31,92.8805,93.9173,100.00,82.05,100.00,83.0492,80.2083,90.6250,False,77.0833,75.0000,79.1667,87.5000,83.3333,79.1667,87.5000,93.7500,8,697.356,1553939,0.897658,2026-09-14T22:59:59.510683+00:00,2026-09-14T23:11:36.872002+00:00,codex-cli 0.153.4,2246227b65ad417023b774e9f7193492f8042ceaafb3a3295278381c8095daf9
terra,extra-high,legacy-lodgecore-binary-parity,legacy-lodgecore-binary-parity-3ca6dce5,33.1063,37.1535,0.00,73.52,100.00,55.6277,51.0417,67.8571,False,47.9167,37.5000,58.3333,64.2857,54.1667,50.0000,58.3333,71.4286,8,5825.424,40800192,12.646736,2026-09-15T01:40:22.393577+00:00,2026-09-15T03:17:27.842370+00:00,codex-cli 0.153.4,5903c3fb53c8db46b489e7d6d87b281b7ad6bd5426a5d3db4fb3b0ef8daa1f2f
terra,extra-high,legacy-matchcore-order-book-parity,legacy-matchcore-order-book-parity-c3bc12bf,90.5075,92.2280,100.00,79.50,100.00,76.5152,76.0417,77.7778,False,77.0833,70.8333,83.3333,77.7778,75.0000,75.0000,75.0000,77.7778,9,533.999,1702455,0.794473,2026-09-14T21:24:42.747517+00:00,2026-09-14T21:33:36.751985+00:00,codex-cli 0.153.4,5eaa4d6be832bd1c860826376f2a9d02f1cac3763dc43512099f539a2801fd61
terra,extra-high,legacy-metercore-binary-parity,legacy-metercore-binary-parity-6784b440,78.7725,80.8840,77.78,80.97,100.00,74.2424,73.9583,75.0000,False,72.9167,66.6667,79.1667,78.5714,75.0000,70.8333,79.1667,71.4286,7,502.71,976092,0.577054,2026-09-14T21:55:25.881018+00:00,2026-09-14T22:03:48.596445+00:00,codex-cli 0.153.4,6ed2ea125581a2036acb903444ebf497cbcd0220cd5de37757fdb3709218bc69
terra,extra-high,legacy-pacecore-binary-parity,legacy-pacecore-binary-parity-e02c551b,91.2897,92.9877,100.00,82.40,100.00,78.1385,73.9583,89.2857,False,75.0000,75.0000,75.0000,100.0000,72.9167,70.8333,75.0000,78.5714,9,615.758,1779032,0.975582,2026-09-15T00:17:41.930387+00:00,2026-09-15T00:27:57.695234+00:00,codex-cli 0.153.4,c019bfaf23e13c7affd5b9c154a6235d5419b222122c7c0e8d2cdb72fb95fb4d
terra,extra-high,legacy-paddockcore-binary-parity,legacy-paddockcore-binary-parity-b6cefe60,67.4006,70.8572,66.67,71.36,100.00,59.0909,59.3750,58.3333,False,60.4167,58.3333,62.5000,55.5556,58.3333,58.3333,58.3333,61.1111,10,2333.098,15999721,5.545387,2026-09-15T03:58:37.895800+00:00,2026-09-15T04:37:31.007168+00:00,codex-cli 0.153.4,8c8517086a57a430ec92d7804f52abfd33ce63b700de01a7990edd8695bc7b09
terra,extra-high,legacy-payrollcore-binary-parity,legacy-payrollcore-binary-parity-1831fc7b,87.6195,90.5497,100.00,80.23,100.00,67.5758,66.6667,70.0000,False,64.5833,62.5000,66.6667,70.0000,68.7500,62.5000,75.0000,70.0000,10,661.983,1626855,0.864177,2026-09-14T21:44:23.756912+00:00,2026-09-14T21:55:25.744539+00:00,codex-cli 0.153.4,510f290bbfdc95e516831523b29025999a8ccb1d3e64bc8c7f6987c6c493d100
terra,extra-high,legacy-qlite-store-parity,legacy-qlite-store-parity-8ea7b096,93.3782,94.1077,100.00,80.92,100.00,84.8485,86.4583,80.5556,False,89.5833,87.5000,91.6667,88.8889,83.3333,79.1667,87.5000,72.2222,9,646.749,1574037,0.846590,2026-09-14T21:33:36.877860+00:00,2026-09-14T21:44:23.631458+00:00,codex-cli 0.153.4,6bf528b50bf4acf99065d73263677bcd6400ec383e9278906511fa7d68a2fd1b
